Uniprot ID	Length
O76042	136
O95073	299
P04233	296
P05109	93
P06307	115
P09429	215
P0C7P0	127
P16619	93
P18206	1134
P20783	257
P21941	496
P30273	86
P35790	457
P36980	270
P39880	1505
P49750	2146
P49914	203
P52790	923
P60033	236
P78559	2803
P99999	105
Q02386	682
Q05481	1191
Q0D2K2	578
Q13156	261
Q13231	466
Q17R60	797
Q30KQ9	67
Q4V9L6	283
Q5JVG8	444
Q5SQ64	297
Q5VSY0	366
Q5VTH2	177
Q68DE3	2245
Q6BDS2	1440
Q6NW34	567
Q6NXP0	572
Q6UX34	121
Q6ZPD8	337
Q70Z44	454
Q7L592	441
Q86TI4	376
Q8IUN9	316
Q8IX15	550
Q8IXX5	376
Q8IY18	1101
Q8IYB5	467
Q8IYU2	909
Q8IZV5	341
Q8J025	514
Q8N307	709
Q8N5I2	433
Q8N6L7	170
Q8N8Q8	333
Q8NH19	301
Q8WWV3	396
Q92530	271
Q92734	400
Q92738	828
Q92805	767
Q92824	1860
Q969E4	200
Q96DD0	335
Q96EB6	747
Q96J88	318
Q96N16	626
Q96S66	551
Q99679	349
Q9BQ69	325
Q9BTT4	135
Q9BTV6	452
Q9BZV2	496
Q9GZY8	342
Q9H1Z9	355
Q9H2Y7	1883
Q9H320	206
Q9H3R2	512
Q9H568	366
Q9H6B4	373
Q9HC84	5762
Q9NP62	436
Q9NS00	363
Q9NTJ4	1040
Q9NYP9	233
Q9P0K9	293
Q9UHL3	310
Q9UJ90	142
Q9UQD0	1980
Q9Y2D8	614
Q9Y2E5	1009
Q9Y5I4	1007
A0A8V8TPE2	464
A6NEN9	183
A6NF36	153
A8MXK1	200
B3KS81	715
B4DZS4	502
O43174	497
O43255	324
O43508	249
O43924	150
O43930	277
O60603	784
O60902	331
O75794	336
O94817	140
O95872	356
P00750	562
P00846	226
P01185	164
P01834	107
P06331	123
P07942	1786
P09629	217
P09661	255
P0C7L1	97
P0CJ73	24
P0DP23	149
P0DUQ1	478
P0DUX0	265
P11166	492
P13985	223
P19099	503
P20023	1033
P25963	317
P27449	155
P29728	719
P30954	320
P33992	734
P35637	526
P49189	494
P49703	201
P51553	393
P56192	900
P57729	211
P60372	401
P63313	44
P68371	445
P78329	520
P86480	221
Q00796	357
Q02962	417
Q07866	573
Q12933	501
Q14689	1571
Q16526	586
Q2M385	716
Q52LC2	224
Q5VU69	101
Q6PGP7	1564
Q6PHW0	289
Q6Q788	366
Q6UWJ8	174
Q6VUC0	442
Q6WQI6	88
Q6ZNI0	430
Q6ZNJ1	2754
Q70CQ2	3546
Q7RTX7	472
Q7RTY3	260
Q7Z3G6	844
Q8N5P1	291
Q8NFM4	1077
Q8NG78	346
Q8NH55	327
Q8NHR9	129
Q8TBG4	499
Q92466	427
Q96QV6	131
Q96S19	204
Q9BVA1	445
Q9BXA7	367
Q9BXW4	147
Q9BYD2	267
Q9H2U9	754
Q9H322	139
Q9H3P7	528
Q9H4B6	383
Q9H4P4	317
Q9H501	851
Q9H7Z3	1164
Q9H814	394
Q9NQG7	708
Q9NT68	2774
Q9NX47	278
Q9ULV8	474
Q9UM21	535
Q9Y2I7	2098
Q9Y3A4	280
Q9Y5E9	798
Q9Y644	331
A0A1B0GVQ0	90
A0A1B0GWK0	134
A0A1W2PQ73	354
A0A1W2PRV1	198
A0A494C176	62
A0A590UK83	68
A0A8I5KPI3	12
A0AAG2T2C3	75
A0N4X5	19
A6NI87	242
A6NMD2	632
A6NP61	321
A8MTB9	384
O00330	501
O00534	786
O15037	678
O15162	318
O60762	260
O60869	148
O75553	588
O75683	361
O76074	875
P05155	500
P05204	90
P09497	229
P0CL82	117
P0DTL6	404
P11308	479
P13797	630
P22090	263
P25787	234
P28906	385
P30939	366
P34949	423
P36776	959
P49116	596
P49790	1475
P50750	372
P63261	375
Q01543	452
Q08050	763
Q10588	318
Q14119	521
Q16514	161
Q2M2D7	210
Q2NL82	804
Q4U2R8	563
Q53H12	422
Q56A73	249
Q5MJ07	72
Q5RKV6	272
Q5VUM1	108
Q6DD87	382
Q6ECI4	717
Q6PJT7	736
Q6ZNA5	592
Q6ZSY5	799
Q7RTP0	329
Q86UW8	402
Q8IXV7	354
Q8IYM1	358
Q8IZP7	471
Q8N7U9	141
Q8NBF1	620
Q8NCG5	386
Q8NEA4	188
Q8NG84	335
Q8NG94	326
Q8NGG1	315
Q8NGH7	329
Q8NGY7	276
Q8TD33	95
Q8TE58	950
Q8WUP2	373
Q92674	756
Q92692	538
Q969S9	779
Q96LB3	600
Q96N64	755
Q96RP7	486
Q9BPV8	354
Q9BY43	222
Q9GZU2	1588
Q9H611	641
Q9H6F2	299
Q9H8H0	719
Q9NPJ1	570
Q9NXI6	227
Q9NZL3	707
Q9NZR4	365
Q9P255	531
Q9P2S2	1712
Q9UDY8	824
Q9UF12	460
Q9UH64	79
Q9UJU5	478
Q9UNH7	406
Q9Y3A3	225
Q9Y3N9	320
Q9Y5L3	495
A0A0J9YWU9	116
A0A0J9YX06	15
A0A1B0GTC6	90
A0JNW5	1464
A6NFQ7	191
A8K855	629
A8MXV4	375
A8MZ59	198
A9UHW6	222
H7C241	214
O60312	1499
O75575	148
O75691	2785
O94811	219
O95359	2948
O95427	931
O95685	299
P02008	142
P08727	400
P09455	135
P0C7A2	387
P0DMN0	295
P0DMR3	200
P0DPP9	59
P11279	417
P13569	1480
P14598	390
P17858	780
P18669	254
P19397	219
P19404	249
P36897	503
P53999	127
P54803	685
P54922	357
P55290	713
P55854	103
P63252	427
Q00444	222
Q02487	901
Q08AF3	891
Q13216	396
Q13907	227
Q14586	743
Q15257	358
Q3SY05	128
Q4KMX7	169
Q5BVD1	217
Q5T7P2	110
Q5T9C9	394
Q5VZR2	741
Q6P5S2	330
Q6PI73	481
Q6PI98	192
Q6V702	233
Q6ZMJ4	242
Q6ZR37	691
Q6ZT07	1266
Q7RTU3	272
Q8IXL6	584
Q8N6I4	163
Q8N815	330
Q8N859	443
Q8NGZ3	307
Q8TEL6	797
Q93070	314
Q93098	351
Q93099	445
Q969S0	331
Q96B77	213
Q96C19	240
Q96CK0	615
Q96IK0	257
Q96NX5	476
Q99798	780
Q9BQC3	489
Q9BR84	538
Q9BSD3	238
Q9BTM1	129
Q9BU02	230
Q9BV73	2442
Q9BXI9	278
Q9BY31	914
Q9BZM5	246
Q9H0V9	348
Q9H853	241
Q9H8W5	580
Q9H903	347
Q9HAU0	1116
Q9HCD5	579
Q9HD64	81
Q9NYW6	316
Q9NZG7	142
Q9P2J2	1179
Q9UF02	275
Q9UJ78	669
Q9Y2L5	1435
Q9Y485	3027
Q9Y548	306
Q9Y5F2	797
A0A0C4DH30	117
A0A804HID5	27
A6NF83	97
A6NFC9	320
A6NFZ4	105
A8MTI9	375
C9JE40	543
O00212	210
O00757	339
O14682	589
O14910	233
O15130	113
O15347	200
O15529	346
O60341	852
O75525	346
P00748	615
P02747	245
P04201	325
P07738	259
P0DMM9	295
P10645	457
P12644	408
P17025	639
P19532	575
P19784	350
P20382	165
P21589	574
P42658	865
P42773	168
P43631	304
P49590	506
P49763	221
P51606	427
P55210	303
P58512	204
P60370	271
P60827	252
P98066	277
Q02505	3323
Q12834	499
Q12982	314
Q13769	683
Q14005	1332
Q14493	270
Q15041	203
Q15561	434
Q15633	366
Q2M3M2	681
Q52M58	125
Q5BLP8	95
Q5T6F2	1119
Q5T7M4	302
Q68E01	1043
Q6ICI0	200
Q6VN20	620
Q6W0C5	159
Q7Z692	300
Q86WP2	473
Q8IUI4	249
Q8IVN8	264
Q8IY85	973
Q8N1N0	589
Q8N9K5	539
Q8N9M5	508
Q8NEW7	156
Q8NEZ4	4911
Q8NGC0	362
Q8NGE2	309
Q8TAP6	659
Q8WV22	266
Q8WVM8	642
Q92633	364
Q92990	594
Q96A49	352
Q96ER3	474
Q96G91	374
Q96MM6	686
Q96MW1	224
Q9BVM4	153
Q9BWV7	592
Q9BX84	2022
Q9BZM3	304
Q9H0K6	701
Q9H1B4	397
Q9H299	93
Q9H4Q4	367
Q9H5X1	160
Q9H825	291
Q9HD23	443
Q9HD34	91
Q9NP58	842
Q9P2X3	320
Q9UHD0	177
Q9ULJ3	1066
Q9UPM8	1137
Q9Y2K7	1162
Q9Y3Y4	419
Q9Y5Z6	326
Q9Y616	596
A0A0B4J276	109
A0A1W2PQD8	194
A0A584	115
A0AAG2UWQ9	784
A4D1E1	1349
A6NHZ5	514
D6RIA3	1793
O00602	326
O14874	412
O15231	689
O15239	70
O15260	269
O15321	606
O15499	205
O43776	548
O43934	449
O60825	505
O60942	597
O75335	1185
O75508	207
O75908	522
O95399	124
P01270	115
P04278	402
P05166	539
P08559	390
P09972	364
P0C264	359
P0DTU4	315
P10966	210
P13056	603
P15918	1043
P25788	255
P28300	417
P30926	498
P39210	176
P43088	359
P49640	407
P52732	1056
P61077	147
P83436	770
Q04323	297
Q06520	285
Q0VDD5	57
Q12887	443
Q13009	1591
Q14469	280
Q16568	116
Q16581	482
Q3KNT7	163
Q3KP22	176
Q4KMG9	183
Q4U2R6	128
Q5MCW4	686
Q5XXA6	986
Q6L8G5	202
Q6UX82	237
Q6ZQX7	453
Q6ZS10	378
Q7Z3B1	354
Q86SP6	731
Q86UW2	128
Q86V15	1759
Q86WR0	208
Q8IWR1	403
Q8N100	152
Q8N3E9	789
Q8N8R3	303
Q8NFP0	134
Q8NHW6	89
Q8TEY7	942
Q8WUH6	116
Q96B21	275
Q96C74	230
Q96EK5	621
Q96G61	164
Q96HA7	1378
Q96HC4	596
Q96HZ4	224
Q96NW4	1050
Q96TA1	746
Q9BQ83	275
Q9BTD3	319
Q9BVM2	203
Q9C029	511
Q9H467	287
Q9HC38	313
Q9NPB0	183
Q9NPC8	291
Q9NVM4	692
Q9NX38	181
Q9P291	453
Q9UBC3	853
Q9UBP5	337
Q9UNW1	487
Q9UPN3	7388
Q9Y336	463
Q9Y3T9	749
Q9Y6L6	691
Q9Y6X0	1596
A0A0K0K1E9	115
A0A1B0GUC4	80
A0A1B0GW35	172
A0A1B0GX51	115
A6NEM1	432
G3V523	87
O00400	549
O14529	1486
O15304	175
O75044	1071
O75131	537
O75154	756
O75191	536
O95825	349
P02795	61
P0DPE3	317
P19876	107
P21283	382
P28325	142
P35813	382
P37058	310
P40197	560
P41229	1560
P49419	539
P49674	416
P53779	464
P54252	361
P59103	153
P60763	192
P60852	638
P61201	443
P78325	824
P78524	1137
P84157	204
Q05516	673
Q08AI6	406
Q13112	559
Q13520	282
Q14515	664
Q15303	1308
Q15884	450
Q16775	308
Q2QD12	228
Q3B726	338
Q3ZLR7	823
Q58EX7	1191
Q5SYB0	1578
Q5T4I8	152
Q5TGU0	170
Q5VV52	315
Q6SJ93	734
Q6UXH0	198
Q6UXN9	313
Q70UQ0	350
Q76KX8	674
Q86SE8	214
Q86VR7	867
Q86XI6	285
Q86Y82	276
Q8IU89	383
Q8IX29	292
Q8IXN7	391
Q8IYB7	885
Q8N441	504
Q8N4B4	442
Q8ND07	529
Q8NDZ6	487
Q8NG92	308
Q8NGN0	318
Q8TC17	118
Q8TDN2	545
Q8WUA4	911
Q8WWL2	714
Q92766	1687
Q96B54	188
Q96DV4	380
Q96FL8	570
Q96M63	670
Q96SE7	839
Q99788	373
Q9BQG2	462
Q9BRR8	931
Q9BW85	323
Q9BYC2	517
Q9H1Z4	485
Q9HCE7	757
Q9HCU5	417
Q9NQ87	328
Q9NQZ8	489
Q9NRW1	208
Q9NXR1	335
Q9NZV8	630
Q9UBX3	287
Q9UG22	337
Q9UHI8	967
Q9UII5	783
Q9UKB3	198
Q9UKX7	468
Q9UM07	663
Q9Y6H3	246
A0A0B4J280	105
A0A0C4DH25	116
A0A1B0GVM2	712
A0A8V8TMC4	285
A0AAQ5BID4	191
A1L4K1	749
A6NCV1	312
A6NEQ2	426
A6NER0	549
A6NFE3	127
B1AKI9	464
C0HMA1	17
O14603	147
O14842	300
O14964	777
O15375	505
O43463	412
O43781	588
O75382	744
O75602	509
O75880	301
O95154	331
O95873	294
P06132	367
P0DQD5	375
P11234	206
P12110	1019
P16234	1089
P16519	638
P17987	556
P20340	208
P24001	234
P30530	894
P35711	763
P40925	334
P41181	271
P55001	183
P60059	68
Q13061	729
Q13326	291
Q13356	520
Q13505	466
Q13641	420
Q14982	345
Q16690	384
Q2M3A8	158
Q33E94	735
Q5MNV8	452
Q5VTH9	848
Q68DD2	849
Q6JBY9	416
Q6L8H4	278
Q6UXB2	119
Q6UXZ4	953
Q6ZRS2	3230
Q6ZTW0	290
Q6ZVD7	989
Q7LBE3	791
Q7Z736	793
Q86SG6	692
Q86SQ9	333
Q8IVQ6	265
Q8N2K0	398
Q8N8I0	201
Q8N8X9	362
Q8NAC3	791
Q8NDL9	886
Q8NFF2	622
Q8NGU4	316
Q8WUD6	406
Q96BD0	722
Q96DU9	382
Q96DX8	246
Q96L03	361
Q96PD2	775
Q96QE5	360
Q99677	370
Q99689	392
Q9BQ67	446
Q9BQ70	676
Q9BQS6	159
Q9BSI4	451
Q9BUZ4	470
Q9BXU0	123
Q9BXU7	913
Q9BY07	1137
Q9BYS8	371
Q9BZE4	634
Q9BZW7	698
Q9C0D2	2601
Q9GZN1	396
Q9H0M4	648
Q9H1B7	796
Q9NR34	630
Q9NU19	505
Q9NVW2	624
Q9NZC9	954
Q9QC07	812
Q9ULK6	438
Q9Y5I7	235
A0A075B6S4	117
A0A096LNP1	70
A0A1B0GX49	114
A0A494C103	137
A0A6Q8PHR7	45
A6NGB7	291
A8MTJ6	420
C9JL84	531
O00186	592
O00712	420
O14686	5537
O14775	395
O15160	346
O60507	370
O75367	369
O75764	348
O94842	621
O94964	1661
O96004	215
O96018	575
P01308	110
P05556	798
P06899	126
P14866	589
P17612	351
P21709	976
P26367	422
P29966	332
P42694	1942
P43629	444
P48995	793
P52789	917
P53396	1101
P56470	323
P62191	440
Q04609	750
Q13247	344
Q13825	339
Q14213	229
Q15573	450
Q16609	132
Q2T9L4	293
Q3MII6	688
Q5T292	105
Q5T5P2	1943
Q5VZK9	1371
Q6NUI6	762
Q6QNY0	202
Q6U841	1118
Q7Z417	695
Q86TE4	346
Q8IZ02	464
Q8N0U6	118
Q8N0Z9	540
Q8N339	61
Q8N387	334
Q8N5H7	860
Q8N819	430
Q8N944	861
Q8N9I0	419
Q8NBI2	242
Q8NDX5	983
Q8NEP3	725
Q8NGB2	326
Q8NH08	325
Q8WY22	251
Q8WZ59	177
Q92844	425
Q99877	126
Q9BTV4	400
Q9BUQ8	820
Q9BZW4	377
Q9C0G6	4158
Q9GZZ7	299
Q9H5L6	903
Q9H7L2	352
Q9HAZ2	1276
Q9HD67	2058
Q9NP72	206
Q9NPJ8	142
Q9NS87	1388
Q9NSC7	600
Q9NUQ9	324
Q9P2K6	505
Q9UBC5	1043
Q9UFP1	575
Q9UGP5	575
Q9UK32	745
Q9UKA9	531
Q9UKY7	258
Q9ULK2	861
Q9UPX6	916
Q9UQ80	394
Q9Y277	283
Q9Y366	437
Q9Y4G6	2542
Q9Y4W6	797
Q9Y584	194
Q9Y6A2	500
Q9Y6N1	276
A0A0C4DH38	117
A0A0U1RRI6	272
A0A1W2PR82	267
A2PYH4	1435
A6NM28	416
B2RXF5	422
O00175	119
O00479	90
O14523	706
O75298	545
O94810	467
P01591	159
P05161	165
P05412	331
P05813	215
P08621	437
P08631	526
P11161	476
P15336	505
P18054	663
P20711	480
P20719	270
P22301	178
P28356	352
P30304	524
P34896	483
P34972	360
P35219	290
P42701	662
P47895	512
P48742	406
P51955	445
P52735	878
P59991	146
P81277	87
Q10586	325
Q13304	367
Q15369	112
Q16647	500
Q1L5Z9	754
Q2TAL8	776
Q32M45	955
Q3MIS6	628
Q504Y0	691
Q5JQF8	200
Q5U5Q3	659
Q5U623	682
Q5UIP0	2472
Q5VVH2	108
Q68DK7	614
Q6P5Z2	889
Q6PJE2	187
Q6Q6R5	217
Q6ZS11	566
Q709C8	3753
Q86UW7	1296
Q8IUA0	241
Q8IUE1	241
Q8IWS0	365
Q8N3I7	341
Q8N414	524
Q8N6N3	182
Q8ND04	991
Q8NEH6	495
Q8NFZ6	395
Q8NG48	757
Q8TBR4	150
Q8TDE3	154
Q8TDW5	730
Q92522	213
Q92838	391
Q969N2	578
Q96CF2	233
Q96HY7	919
Q96RT7	1819
Q96RW7	5635
Q96T68	719
Q99523	831
Q99895	268
Q9H1C3	349
Q9H329	900
Q9H840	131
Q9H8H2	851
Q9NS71	185
Q9NTQ9	266
Q9NW08	1133
Q9NWT8	199
Q9NZP8	487
Q9NZV5	590
Q9P2I0	782
Q9UBD9	225
Q9UBM4	332
Q9ULD9	1512
Q9UM44	414
Q9UPW8	1703
Q9Y263	795
Q9Y278	367
Q9Y383	392
Q9Y4H2	1338
Q9Y6R7	5405
A0A0C4DH68	120
A0A0G2JRQ6	117
A0A0J9YW62	118
A0A0U1RQS6	177
A0A1Y8EI39	7
A2RU48	225
A6NCE7	125
B3GLJ2	98
O14917	1159
O43301	675
O60610	1272
O75306	463
O94822	1766
O94921	469
P00734	622
P01350	101
P01772	117
P02708	457
P06730	217
P09038	288
P0CJ88	424
P0DO97	292
P0DPR3	2
P0DTU3	275
P10124	158
P13535	1937
P17813	658
P20800	178
P20908	1838
P22303	614
P47883	348
P50336	477
P52815	198
P54274	439
P78556	96
P84085	180
Q00888	419
Q06609	339
Q09328	741
Q0Z7S8	132
Q13105	803
Q13183	592
Q14155	803
Q14190	667
Q14258	630
Q15669	191
Q15915	447
Q16322	511
Q2M3C7	1700
Q30KQ4	102
Q5JR59	1369
Q5T1A1	773
Q5XKL5	1792
Q6JVE9	175
Q6XZB0	460
Q6ZU67	534
Q76M96	950
Q7Z4M0	266
Q7Z698	418
Q86WN1	690
Q8N2G4	141
Q8N3F9	429
Q8NBS3	875
Q8NDH3	523
Q8TB96	612
Q8WXQ3	324
Q92535	297
Q92537	303
Q92947	438
Q96EK7	910
Q96G04	330
Q96GV9	206
Q96T51	708
Q9BQS8	1478
Q9BTY7	390
Q9BVH7	336
Q9BXL5	484
Q9BZG1	259
Q9H1L0	117
Q9H871	391
Q9H8P0	318
Q9HB63	628
Q9HCJ0	1936
Q9NP31	389
Q9NPH3	570
Q9NQV5	511
Q9NX94	342
Q9NY91	659
Q9NYF5	915
Q9P0K8	574
Q9P2Y4	722
Q9UDR5	926
Q9UGK8	458
Q9UHK6	382
Q9UL46	239
Q9ULP9	559
Q9UP83	860
Q9Y283	1065
Q9Y2X7	761
Q9Y5H9	948
A0A075B702	21
A0A0J9YVP2	21
A0A1W2PQU2	76
A0A9L9P0W8	40
A6NEK1	342
A6NJZ7	1639
B4DI05	331
D6RGH6	385
E9PQ53	114
O14627	284
O14753	267
O14967	610
O43257	154
O43405	550
O43482	229
O60551	498
O75891	902
O75928	621
O95424	95
O95453	639
P04054	148
P04844	631
P07205	417
P0C263	348
P0CJ72	24
P23526	432
P31994	310
P38606	617
P41208	172
P50221	254
P50749	326
P51153	203
P51815	510
P54577	528
P60328	96
P60709	375
P61576	105
P86397	168
Q06416	359
Q12788	808
Q12851	820
Q13285	461
Q13835	747
Q147X3	362
Q15672	202
Q15773	248
Q3KQV3	632
Q49AR2	442
Q5JVX7	400
Q5T6R2	138
Q6IQ32	1131
Q6KC79	2804
Q6PCB5	846
Q711Q0	1435
Q71RG6	208
Q7KZF4	910
Q7L7V1	743
Q86TM6	617
Q86WD7	417
Q8N126	398
Q8N1F8	1088
Q8N1V8	128
Q8N6G6	1762
Q8N7S2	189
Q8N801	248
Q8NC26	417
Q8NCD3	748
Q8NGE0	317
Q8NGE7	335
Q8NH83	315
Q8NHV9	184
Q8TD90	523
Q8TDF6	673
Q8WUF5	828
Q8WV60	388
Q8WXH0	6885
Q969G3	411
Q96B18	629
Q96IP4	442
Q96PX6	553
Q96S44	253
Q96S52	555
Q99755	562
Q99880	126
Q9BQ13	255
Q9BS31	505
Q9BWV3	514
Q9GZV3	580
Q9H1U4	602
Q9H490	435
Q9H4R4	102
Q9H6F5	360
Q9H8Y5	726
Q9P0P0	153
Q9UIC8	334
Q9UMY1	257
Q9Y471	501
Q9Y487	856
Q9Y5Y2	271
Q9Y5Y3	372
A0A0A6YYC5	116
A0A494C191	265
A6NI79	296
A6NM11	1700
B7U540	433
O00541	588
O14990	202
O15353	648
O15511	151
O43303	1012
O43761	229
O60524	1076
O60636	221
O95297	269
O95932	706
O95977	384
P01903	254
P05106	788
P06400	928
P07550	413
P07947	543
P09238	476
P0CG48	685
P23771	443
P28698	734
P32298	578
P38484	337
P40313	264
P42685	505
P46459	744
P51690	589
P59074	171
P60508	538
P63208	163
P68431	136
P78352	724
P78536	824
P78552	427
Q0IIM8	1120
Q13606	314
Q13724	837
Q14207	1427
Q15612	314
Q18PE1	504
Q2NKQ1	1148
Q4G0I0	132
Q4QY38	66
Q53T59	392
Q5VT28	67
Q5VTD9	330
Q68DL7	685
Q6IEE8	588
Q6J9G0	422
Q6P474	469
Q6UWP2	260
Q6UX40	140
Q6UXM1	1119
Q6VVB1	395
Q6YN16	418
Q6ZN68	376
Q6ZNA4	994
Q6ZU15	432
Q86SG7	212
Q86UL3	456
Q86V97	674
Q8N141	532
Q8N9R6	152
Q8NGJ1	314
Q8NGK6	324
Q8NI36	951
Q8TBP5	190
Q8WW35	142
Q92506	261
Q92613	823
Q96AH0	204
Q96AY3	582
Q96J01	351
Q96M19	166
Q96MA6	479
Q96MF6	247
Q96NT0	180
Q9BYT8	704
Q9C0D4	1074
Q9H0N0	254
Q9H4E7	631
Q9H8K7	445
Q9HB09	250
Q9NWY4	346
Q9NZQ0	273
Q9P0T4	197
Q9UBB6	729
Q9UKE5	1360
Q9UNI6	340
Q9UNS1	1208
Q9UPY8	281
Q9Y3B4	125
Q9Y587	144
Q9Y5B0	961
Q9Y5Z0	518
Q9Y692	573
A0A0A0MS02	117
A0A0B4J2B5	98
A0A0B4J2B8	117
A0A0J9YXM7	16
A0A0U1RRL7	71
A0A286YFG1	108
A4D1U4	455
A7E2U8	309
A8MZA4	724
C9J7I0	137
O00423	815
O00555	2506
O14880	152
O43374	803
O60244	1454
O75462	422
O75896	110
O75947	161
O76050	574
P01160	151
P01704	120
P02458	1487
P02768	609
P04066	466
P05997	1499
P09529	407
P0CK96	405
P0CW00	308
P0CW01	308
P12268	514
P13995	350
P16278	677
P20337	219
P33032	325
P38936	164
P43628	341
P47888	321
P49137	400
P49754	854
P54619	331
Q00887	426
Q0D2K5	195
Q0P5N6	197
Q13670	270
Q14203	1278
Q14409	553
Q3B820	660
Q5J5C9	76
Q5T7V8	369
Q5TA78	99
Q5VYY2	423
Q6EMK4	673
Q6UWF3	145
Q6ZU65	1347
Q6ZVS7	135
Q71DI3	136
Q7Z429	371
Q86T23	111
Q8IU68	726
Q8IX19	187
Q8N2C9	162
Q8N6L0	562
Q8N9B8	481
Q8N9S9	440
Q8NAA4	619
Q8NAU1	212
Q8NBR6	621
Q8NBV4	271
Q8NFR9	667
Q8NH53	320
Q8TF65	315
Q92743	480
Q92878	1312
Q92908	595
Q96AP0	458
Q96BZ8	264
Q96K12	515
Q96P67	336
Q96Q06	1371
Q99569	1192
Q99608	321
Q99733	375
Q99758	1704
Q9BQI6	1058
Q9BVI4	516
Q9BW91	350
Q9H171	429
Q9H2F9	335
Q9H5Q4	396
Q9H6R6	413
Q9H7X3	374
Q9NSG2	853
Q9NY12	217
Q9NYW3	318
Q9NZ63	289
Q9UBK5	93
Q9UK59	544
Q9Y237	131
Q9Y2B5	631
Q9Y2X3	529
A0A087WW49	117
A0A0J9YWX3	17
A0A1B0GUA7	166
A0A1B0GVN3	265
A4D2P6	1211
A6NDB9	673
A6NDU8	294
A6NF01	834
A6NM43	557
A6NMB1	481
A6NMS7	1700
A8CG34	1229
H3BQB6	276
H7C350	402
O00562	1244
O15254	700
O15427	465
O60506	623
O75177	396
O75190	326
O75425	235
O75695	350
O75792	299
O75881	506
P05186	524
P06850	196
P08861	270
P09493	284
P0CF97	657
P0DTE5	536
P16562	243
P20848	421
P29508	390
P30041	224
P31274	260
P34897	504
P43320	205
P49863	264
P56945	870
P58294	105
P63165	101
Q01995	201
Q04206	551
Q07820	350
Q14500	433
Q14563	771
Q14721	858
Q14929	603
Q15506	151
Q16762	297
Q32MZ4	808
Q69YH5	1023
Q6DRA6	164
Q6P050	247
Q6P1R3	559
Q6PII5	290
Q6ZRT6	265
Q765P7	747
Q7Z304	686
Q86VZ1	359
Q8IZC7	436
Q8IZF6	3080
Q8N228	414
Q8N4B1	249
Q8N5T2	526
Q8NFN8	814
Q8NGV5	346
Q8TEE9	199
Q8WW62	240
Q8WXI4	607
Q8WY54	755
Q92820	318
Q96A09	425
Q96ES7	293
Q96F83	325
Q96HP4	312
Q96NA2	401
Q96QF0	476
Q96QT4	1865
Q96RJ0	339
Q9BQ49	75
Q9BQT8	299
Q9BV29	185
Q9BVV6	1533
Q9BYV1	514
Q9C0E8	428
Q9H2X0	955
Q9H324	1103
Q9H816	532
Q9NRC6	3674
Q9NSB4	513
Q9NY64	477
Q9P1P5	351
Q9P270	581
Q9ULV3	898
Q9UNH5	594
Q9Y2S6	64
Q9Y4B6	1507
Q9Y5B8	376
Q9Y5F3	818
A0A075B6W1	20
A0A6Q8PFQ6	16
A0A8Q3WKH5	199
A0AAG2TVJ1	414
A6NNB3	132
A8MTL9	139
O00148	427
O00533	1208
O15335	359
O43805	119
O75145	1194
O96024	378
P01130	860
P02808	62
P04004	478
P08294	240
P0C0E4	278
P0CG12	524
P0DQW1	50
P0DUB6	511
P10720	104
P12318	317
P12872	115
P23467	1997
P27144	223
P27986	724
P28370	1054
P30559	389
P35606	906
P42680	631
P45381	313
P49356	437
P51582	365
P52743	207
P62312	80
P80511	92
P82979	210
Q00013	466
Q00G26	463
Q01167	660
Q05513	592
Q13510	395
Q14397	625
Q14695	138
Q15434	407
Q16270	282
Q16602	461
Q2T9K0	475
Q53ET0	693
Q53RT3	343
Q5VTA0	474
Q5VU57	503
Q68DY9	489
Q6JVE6	187
Q6NT76	420
Q6UWM7	567
Q6ZR85	190
Q6ZUS5	278
Q7Z3Y8	459
Q7Z5Y7	419
Q86SQ4	1221
Q86T13	490
Q86VH4	590
Q8N5Y2	521
Q8N895	744
Q8NA82	808
Q8WW59	207
Q92851	521
Q93062	196
Q96CT7	223
Q96D70	268
Q96DD7	197
Q96G01	975
Q96I36	57
Q96KG9	808
Q96NL6	688
Q96PS1	177
Q96RI1	486
Q99500	378
Q99717	465
Q99973	2627
Q9BQE3	449
Q9BW83	186
Q9C0B9	1178
Q9H091	742
Q9H0I2	346
Q9H3R0	1056
Q9HB07	376
Q9HB89	426
Q9NRP0	149
Q9NUQ6	558
Q9NX09	232
Q9P1Q0	977
Q9P1U1	418
Q9P2Z0	257
Q9UK08	70
Q9UMY4	162
Q9Y2V0	281
Q9Y5E5	795
Q9Y6N6	1575
A0A1W2PPW3	197
A6NFU0	413
A6NGY3	159
O00746	187
O14773	563
O15466	376
O60568	738
O75554	376
O75616	437
O75822	258
O95857	204
O96015	105
P05387	115
P0DMQ9	161
P14555	144
P15408	326
P24864	410
P31948	543
P35240	595
P46926	289
P48059	325
P49223	89
P49902	561
P50440	423
P50993	1020
P54709	279
P61366	133
P62330	175
P62424	266
P86479	221
Q03169	654
Q12889	678
Q15032	1099
Q15762	336
Q15916	424
Q2M243	656
Q3MIR4	351
Q59H18	835
Q5HYJ3	339
Q5MIZ7	849
Q5SVJ3	147
Q5T4W7	220
Q5VSR9	72
Q5VST9	7968
Q5VZI3	342
Q6N021	2002
Q6P179	960
Q6P3X3	843
Q6UWW0	184
Q6UXB0	366
Q6ZQV5	82
Q7Z7A3	348
Q7Z7K0	106
Q86SM8	312
Q86VD7	318
Q86XP0	818
