gene_id	gene_name	uniprot_id	length	Hk
ENSG00000184012	TMPRSS2	O15393	492	0
ENSG00000164754	RAD21	O60216	631	1
ENSG00000166819	PLIN1	O60240	522	0
ENSG00000180113	TDRD6	O60522	2096	0
ENSG00000064787	BCAS1	O75363	584	0
ENSG00000117533	VAMP4	O75379	141	0
ENSG00000105171	POP4	O95707	220	0
ENSG00000162723	F9	P00740	461	0
ENSG00000121335	PRB2	P02812	416	0
ENSG00000197461	PDGFA	P04085	211	0
ENSG00000138448	ITGAV	P06756	1048	0
ENSG00000075388	FGF4	P08620	206	0
ENSG00000160712	IL6R	P08887	468	0
ENSG00000204449	TRIM49C	P0CI26	452	0
ENSG00000160785	SLC25A4	P12235	298	0
ENSG00000197253	TPSB2	P20231	275	0
ENSG00000310517	CAST	P20810	708	0
ENSG00000110492	MDK	P21741	143	0
ENSG00000132703	APC	P25054	2843	0
ENSG00000127884	ECHS1	P30084	290	0
ENSG00000044115	CTNNA1	P35221	906	0
ENSG00000169903	TM4SF4	P48230	202	0
ENSG00000049246	PER3	P56645	1201	0
ENSG00000163646	CLRN1	P58418	232	0
ENSG00000179636	TPPP2	P59282	170	0
ENSG00000136527	TRA2B	P62995	288	0
ENSG00000102302	FGD1	P98174	961	0
ENSG00000108064	TFAM	Q00059	246	0
ENSG00000186510	CLC	Q05315	142	0
ENSG00000169271	HSPB3	Q12988	150	0
ENSG00000065427	KARS1	Q15046	597	1
ENSG00000152894	PTPRK	Q15262	1439	0
ENSG00000135114	OASL	Q15646	514	0
ENSG00000205250	E2F4	Q16254	413	1
ENSG00000183862	CNGA2	Q16280	664	0
ENSG00000145936	KCNMB1	Q16558	191	0
ENSG00000139180	NDUFA9	Q16795	377	0
ENSG00000070778	PTPN21	Q16825	1174	0
ENSG00000099840	IZUMO4	Q1ZYL8	232	0
ENSG00000121988	ZRANB3	Q5FWF4	1079	0
ENSG00000072121	ZFYVE26	Q68DK2	2539	0
ENSG00000159398	CES5A	Q6NT32	575	0
ENSG00000185742	C11orf87	Q6NUJ2	197	0
ENSG00000167522	ANKRD11	Q6UB99	2663	0
ENSG00000145216	FIP1L1	Q6UN15	594	0
ENSG00000188056	TREML4	Q6UXN2	200	0
ENSG00000177627	C12orf54	Q6X4T0	127	0
ENSG00000214402	LCNL1	Q6ZST4	164	0
ENSG00000105357	MYH14	Q7Z406	1995	0
ENSG00000143452	HORMAD1	Q86X24	394	0
ENSG00000100294	MCAT	Q8IVS2	390	0
ENSG00000180964	TCEAL8	Q8IYN2	117	0
ENSG00000214944	ARHGEF28	Q8N1W1	1705	0
ENSG00000146250	PRSS35	Q8N3Z0	413	0
ENSG00000181867	FTMT	Q8N4E7	242	0
ENSG00000181323	SPEM1	Q8N4L4	309	0
ENSG00000175311	ANKS4B	Q8N8V4	417	0
ENSG00000183888	SRARP	Q8NEQ6	169	0
ENSG00000198168	SVIP	Q8NHG7	77	0
ENSG00000154007	ASB17	Q8WXJ9	295	0
ENSG00000131558	EXOC4	Q96A65	974	0
ENSG00000144659	SLC25A38	Q96DW6	304	1
ENSG00000168300	PCMTD1	Q96MG8	357	0
ENSG00000121690	DEPDC7	Q96QD5	511	0
ENSG00000167600	CYP2S1	Q96SQ9	504	0
ENSG00000140262	TCF12	Q99081	682	0
ENSG00000123154	WDR83	Q9BRX9	315	0
ENSG00000128346	C22orf23	Q9BZE7	217	0
ENSG00000132664	POLR3F	Q9H1D9	316	0
ENSG00000167513	CDT1	Q9H211	546	0
ENSG00000135090	TAOK3	Q9H2K8	898	0
ENSG00000126785	RHOJ	Q9H4E5	214	0
ENSG00000065600	PACC1	Q9H813	350	0
ENSG00000188818	ZDHHC11	Q9H8X9	412	0
ENSG00000197506	SLC28A3	Q9HAS3	691	0
ENSG00000113240	CLK4	Q9HAZ1	481	0
ENSG00000100888	CHD8	Q9HCK8	2581	0
ENSG00000185760	KCNQ5	Q9NR82	932	0
ENSG00000088356	PDRG1	Q9NUG6	133	0
ENSG00000161204	ABCF3	Q9NUQ8	709	0
ENSG00000221916	C19orf73	Q9NVV2	129	0
ENSG00000163257	DCAF16	Q9NXF7	216	0
ENSG00000161920	MED11	Q9P086	117	1
ENSG00000146433	TMEM181	Q9P2C4	475	0
ENSG00000027847	B4GALT7	Q9UBV7	327	1
ENSG00000119938	PPP1R3C	Q9UQK1	317	0
ENSG00000116809	ZBTB1	Q9Y2K1	713	0
ENSG00000198690	FAN1	Q9Y2M0	1017	0
ENSG00000204366	ZBTB12	Q9Y330	459	0
ENSG00000123091	RNF11	Q9Y3C5	154	1
ENSG00000158195	WASF2	Q9Y6W5	498	0
ENSG00000284704	SCYGR3	A0A286YF60	100	0
ENSG00000198003	ODAD3	A5D8V7	595	0
ENSG00000102794	ACOD1	A6NK06	481	0
ENSG00000275489	SPMAP1	A8MV24	154	0
ENSG00000178567	EPM2A	B3EWF7	344	0
ENSG00000175063	UBE2C	O00762	179	0
ENSG00000103196	PLD2	O14939	933	0
ENSG00000104969	SGTA	O43765	313	1
ENSG00000121753	ADGRB2	O60241	1585	0
ENSG00000239810	PRAMEF11	O60813	478	0
ENSG00000285509	TECTA	O75443	2155	0
ENSG00000181634	TNFSF15	O95150	251	0
ENSG00000146414	HPR	P00739	348	0
ENSG00000160255	ITGB2	P05107	769	0
ENSG00000270946	CT45A9	P0DMV2	189	0
ENSG00000135821	GLUL	P15104	373	0
ENSG00000104884	ERCC2	P18074	760	0
ENSG00000198691	CA4	P22748	312	0
ENSG00000179776	CDH5	P33151	784	0
ENSG00000141012	GALNS	P34059	522	0
ENSG00000269897	BMI1	P35226	326	1
ENSG00000161057	PSMC2	P35998	433	0
ENSG00000065559	MAP2K4	P45985	399	0
ENSG00000013563	DNASE1L1	P49184	302	0
ENSG00000186007	EMD	P50402	254	1
ENSG00000180767	ST13	P50502	369	1
ENSG00000105639	JAK3	P52333	1124	0
ENSG00000132958	TPTE	P56180	551	0
ENSG00000117013	KCNQ4	P56696	695	0
ENSG00000280236	OR12D2	P58182	307	0
ENSG00000181467	RAP2B	P61225	183	0
ENSG00000106367	AP1S1	P61966	158	0
ENSG00000143632	ACTA1	P68133	377	0
ENSG00000112077	RHAG	Q02094	409	0
ENSG00000168765	GSTM4	Q03013	218	0
ENSG00000123612	ACVR1	Q04771	509	0
ENSG00000117450	PRDX1	Q06830	199	1
ENSG00000132463	GRSF1	Q12849	480	0
ENSG00000110344	UBE4A	Q14139	1066	0
ENSG00000198176	TFDP1	Q14186	410	1
ENSG00000148291	SURF2	Q15527	256	1
ENSG00000188487	INSC	Q1MX18	579	0
ENSG00000206102	KRTAP19-8	Q3LI54	63	0
ENSG00000116580	GON4L	Q3T8J9	2241	0
ENSG00000162753	SLC9C2	Q5TAH2	1124	0
ENSG00000165591	FAAH2	Q6GMR7	532	0
ENSG00000140993	TIGD7	Q6NT04	549	0
ENSG00000124939	CGB2	Q6NT52	163	0
ENSG00000111452	ADGRD1	Q6QNK2	874	0
ENSG00000151725	CENPU	Q71F23	418	0
ENSG00000116273	PHF13	Q86YI8	300	1
ENSG00000196470	SIAH1	Q8IUQ4	282	0
ENSG00000121898	CPXM2	Q8N436	756	0
ENSG00000165185	KIAA1958	Q8N8K9	716	0
ENSG00000153006	SREK1IP1	Q8N9Q2	155	0
ENSG00000125834	STK35	Q8TDR2	534	0
ENSG00000135596	MICAL1	Q8TDZ2	1067	0
ENSG00000011332	DPF1	Q92782	387	0
ENSG00000143319	ISG20	Q96AZ6	181	0
ENSG00000239779	WBP1	Q96G27	269	0
ENSG00000198700	IPO9	Q96P70	1041	1
ENSG00000184985	SORCS2	Q96PQ0	1159	0
ENSG00000198883	PNMA5	Q96PV4	448	0
ENSG00000104848	KCNA7	Q96RP8	456	0
ENSG00000052802	SMO	Q99835	787	0
ENSG00000278845	MRPL45	Q9BRJ2	306	0
ENSG00000163202	LCE3D	Q9BYE3	92	0
ENSG00000169313	P2RY12	Q9H244	342	0
ENSG00000128408	RIBC2	Q9H4K1	382	0
ENSG00000105131	EPHX3	Q9H6B9	360	0
ENSG00000164576	SAP30L	Q9HAJ7	183	0
ENSG00000131668	BARX1	Q9HBU1	254	0
ENSG00000066557	LRRC4	Q9HBW1	653	0
ENSG00000074771	NOX3	Q9HBY0	568	0
ENSG00000152595	MEPE	Q9NQ76	525	0
ENSG00000183798	EMILIN3	Q9NT22	766	0
ENSG00000185917	SETD4	Q9NVD3	440	0
ENSG00000145220	LYAR	Q9NX58	379	0
ENSG00000158019	BABAM2	Q9NXR7	383	0
ENSG00000167977	KCTD5	Q9NXV2	234	1
ENSG00000256394	ASIC5	Q9NY37	505	0
ENSG00000132313	MRPL35	Q9NZE8	188	0
ENSG00000116991	SIPA1L2	Q9P2F8	1722	0
ENSG00000204624	DISP3	Q9P2K9	1392	0
ENSG00000111652	COPS7A	Q9UBW8	275	0
ENSG00000181031	RPH3AL	Q9UNE2	315	0
ENSG00000172943	PHF8	Q9UPP1	1060	0
ENSG00000120784	ZFP30	Q9Y2G7	519	0
ENSG00000134242	PTPN22	Q9Y2R2	807	0
ENSG00000101347	SAMHD1	Q9Y3Z3	626	0
ENSG00000115239	ASB3	Q9Y575	518	0
ENSG00000184281	TSSC4	Q9Y5U2	329	0
ENSG00000135317	SNX14	Q9Y5W7	946	0
ENSG00000230054	TEX53	A0A1B0GU33	70	0
ENSG00000284188	C1orf202	A0A1W2PPE3	182	0
ENSG00000205138	SDHAF1	A6NFY7	115	1
ENSG00000185040	SPDYE16	A6NNV3	352	0
ENSG00000214756	CSKMT	A8MUP2	240	0
ENSG00000213973	ZNF99	A8MXY4	864	0
ENSG00000167083	GNGT2	O14610	69	0
ENSG00000135111	TBX3	O15119	743	0
ENSG00000117877	POLR1G	O15446	510	0
ENSG00000154473	BUB3	O43684	328	1
ENSG00000164626	KCNK5	O95279	499	0
ENSG00000131023	LATS1	O95835	1130	0
ENSG00000110245	APOC3	P02656	99	0
ENSG00000196427	PF4	P02776	101	0
ENSG00000121769	FABP3	P05413	133	0
ENSG00000196975	ANXA4	P09525	319	0
ENSG00000168802	CHTF8	P0CG13	121	1
ENSG00000278085	CT45A8	P0DMV1	189	0
ENSG00000236737	GAGE1	P0DTW1	117	0
ENSG00000204525	HLA-C	P10321	366	1
ENSG00000165409	TSHR	P16473	764	0
ENSG00000131981	LGALS3	P17931	250	0
ENSG00000062038	CDH3	P22223	829	0
ENSG00000167910	CYP7A1	P22680	504	0
ENSG00000132671	SSTR4	P31391	388	0
ENSG00000087274	ADD1	P35611	737	1
ENSG00000058866	DGKG	P49619	791	0
ENSG00000196482	ESRRG	P62508	458	0
ENSG00000138744	NAAA	Q02083	359	0
ENSG00000108679	LGALS3BP	Q08380	585	0
ENSG00000156219	ART3	Q13508	389	0
ENSG00000185989	RASA3	Q14644	834	0
ENSG00000112078	KCTD2	Q14681	263	0
ENSG00000173226	IQCB1	Q15051	598	1
ENSG00000116918	TSN	Q15631	228	1
ENSG00000120903	CHRNA2	Q15822	529	0
ENSG00000114268	PFKFB4	Q16877	469	0
ENSG00000261456	TUBB8	Q3ZCM7	444	0
ENSG00000182040	USH1G	Q495M9	461	0
ENSG00000172139	SLC9C1	Q4G0N8	1177	0
ENSG00000157426	AASDH	Q4L235	1098	0
ENSG00000054267	ARID4B	Q4LE39	1312	0
ENSG00000115750	TAF1B	Q53T94	588	0
ENSG00000183354	BRD10	Q5HYC2	2103	0
ENSG00000126882	FAM78A	Q5JUQ0	283	0
ENSG00000196209	SIRPB2	Q5JXA9	342	0
ENSG00000285509	TBCEL	Q5QJ74	424	0
ENSG00000196376	SLC35F1	Q5T1Q4	408	0
ENSG00000173626	TRAPPC3L	Q5T215	181	0
ENSG00000117010	ZNF684	Q5T5D7	378	0
ENSG00000188352	FOCAD	Q5VW36	1801	0
ENSG00000176125	UFSP1	Q6NVU6	218	0
ENSG00000136122	BORA	Q6PGQ7	559	0
ENSG00000177842	ZNF620	Q6ZNG0	422	0
ENSG00000196460	RFX8	Q6ZV50	586	0
ENSG00000180543	TSPYL5	Q86VY4	417	0
ENSG00000105223	PLD3	Q8IV08	490	1
ENSG00000142025	DMRTC2	Q8IXT2	367	0
ENSG00000110660	SLC35F2	Q8IXU6	374	0
ENSG00000213420	GPC2	Q8N158	579	0
ENSG00000165171	METTL27	Q8N6F8	245	0
ENSG00000169340	PDILT	Q8N807	584	0
ENSG00000150048	CLEC1A	Q8NC01	280	0
ENSG00000179922	ZNF784	Q8NCA9	323	0
ENSG00000181958	OR4A15	Q8NGL6	344	0
ENSG00000158987	RAPGEF6	Q8TEU7	1601	0
ENSG00000198860	TSEN15	Q8WW01	171	0
ENSG00000131374	TBC1D5	Q92609	795	0
ENSG00000215695	RSC1A1	Q92681	617	0
ENSG00000121853	GHSR	Q92847	366	0
ENSG00000288602	SGK3	Q96BR1	496	0
ENSG00000251349	MSANTD3	Q96H12	275	0
ENSG00000140798	ABCC12	Q96J65	1359	0
ENSG00000164113	ADAD1	Q96M93	576	0
ENSG00000204815	ODAD4	Q96NG3	672	0
ENSG00000080709	CNN2	Q99439	309	0
ENSG00000196104	SPOCK3	Q9BQ16	436	0
ENSG00000137656	BUD13	Q9BRD0	619	1
ENSG00000171989	LDHAL6B	Q9BYZ2	381	0
ENSG00000135211	TMEM60	Q9H2L4	133	1
ENSG00000101074	R3HDML	Q9H3Y0	253	0
ENSG00000168268	NT5DC2	Q9H857	520	0
ENSG00000258429	PDF	Q9HBH1	243	0
ENSG00000152503	TRIM36	Q9NQ86	728	0
ENSG00000083838	ZNF446	Q9NWS9	450	0
ENSG00000101193	GID8	Q9NWU2	228	1
ENSG00000196345	ZKSCAN7	Q9P0L1	754	0
ENSG00000110274	CEP164	Q9UPV0	1460	0
ENSG00000112144	CILK1	Q9UPZ9	632	0
ENSG00000105204	DYRK1B	Q9Y463	629	0
ENSG00000177144	NUDT4B	A0A024RBG1	181	0
ENSG00000156603	MED19	A0JLT2	244	1
ENSG00000233412	OR5H15	A6NDH6	313	0
ENSG00000182111	ZNF716	A6NP11	495	0
ENSG00000224712	NPIPA3	F8WFD2	350	0
ENSG00000138696	BMPR1B	O00238	502	0
ENSG00000170234	WWP2	O00308	870	0
ENSG00000119688	ABCD4	O14678	606	0
ENSG00000154654	NCAM2	O15394	837	0
ENSG00000107984	DKK1	O94907	266	0
ENSG00000229314	ORM1	P02763	201	0
ENSG00000072274	TFRC	P02786	760	0
ENSG00000167996	FTH1	P02794	183	0
ENSG00000233276	GPX1	P07203	203	1
ENSG00000256269	HMBS	P08397	361	0
ENSG00000243789	JMJD7	P0C870	316	0
ENSG00000256671	LIMS4	P0CW20	117	0
ENSG00000100385	IL2RB	P14784	551	0
ENSG00000196150	ZNF250	P15622	560	0
ENSG00000117859	OSBP	P22059	807	1
ENSG00000244474	UGT1A4	P22310	534	0
ENSG00000161281	COX7A1	P24310	79	0
ENSG00000137628	DDX6	P26196	483	0
ENSG00000186297	GABRA5	P31644	462	0
ENSG00000197386	HTT	P42858	3142	1
ENSG00000102974	CTCF	P49711	727	0
ENSG00000147117	ZNF157	P51786	506	0
ENSG00000175467	ART1	P52961	327	0
ENSG00000119048	UBE2B	P63146	152	1
ENSG00000137947	GTF2B	Q00403	316	1
ENSG00000169032	MAP2K1	Q02750	393	1
ENSG00000179388	EGR3	Q06889	387	0
ENSG00000150681	RGS1	Q08116	209	0
ENSG00000061936	SFSWAP	Q12872	951	1
ENSG00000164270	HTR4	Q13639	388	0
ENSG00000065883	CDK13	Q14004	1512	0
ENSG00000072832	CRMP1	Q14194	572	0
ENSG00000204116	HIC1	Q14526	733	0
ENSG00000115896	PLCL1	Q15111	1095	0
ENSG00000180376	CCDC6	Q16204	474	0
ENSG00000185523	SPATA45	Q537H7	98	0
ENSG00000100916	BRMS1L	Q5PSV4	323	0
ENSG00000188820	CALHM6	Q5R3K3	315	0
ENSG00000143067	ZNF697	Q5TEC3	545	0
ENSG00000185775	SPATA31A6	Q5VVP1	1343	0
ENSG00000169291	SHE	Q5VZ18	495	0
ENSG00000186007	LEMD1	Q68G75	181	0
ENSG00000168803	ADAL	Q6DHV7	355	0
ENSG00000011295	TTC19	Q6DKK2	380	0
ENSG00000204071	TCEAL6	Q6IPX3	200	0
ENSG00000215148	PRSS41	Q7RTY9	318	0
ENSG00000178125	PPP1R42	Q7Z4L9	309	0
ENSG00000134160	TRPM1	Q7Z4N2	1603	0
ENSG00000165782	PIP4P1	Q86T03	277	1
ENSG00000197893	NRAP	Q86VF7	1730	0
ENSG00000102452	NALCN	Q8IZF0	1738	0
ENSG00000120334	CENPL	Q8N0S6	344	0
ENSG00000140548	ZNF710	Q8N1W2	664	0
ENSG00000144406	UNC80	Q8N2C7	3258	0
ENSG00000204936	CD177	Q8N6Q3	437	0
ENSG00000163576	EFHB	Q8N7U6	833	0
ENSG00000105778	AVL9	Q8NBF6	648	0
ENSG00000157870	PRXL2B	Q8TBF2	198	0
ENSG00000075303	SLC25A40	Q8TBP6	338	0
ENSG00000196653	ZNF502	Q8TBZ5	544	0
ENSG00000125170	DOK4	Q8TEW6	326	0
ENSG00000170948	MBD3L1	Q8WWY6	194	0
ENSG00000103335	PIEZO1	Q92508	2521	0
ENSG00000142892	PIGK	Q92643	395	0
ENSG00000162728	KCNJ9	Q92806	393	0
ENSG00000141504	SAT2	Q96F10	170	0
ENSG00000115042	FAHD2A	Q96GK7	314	0
ENSG00000120925	RNF170	Q96K19	258	0
ENSG00000078070	MCCC1	Q96RQ3	725	0
ENSG00000168874	ATOH8	Q96SQ7	321	0
ENSG00000163166	IWS1	Q96ST2	819	1
ENSG00000053702	NRIP2	Q9BQI9	281	0
ENSG00000184436	THAP7	Q9BT49	309	0
ENSG00000266967	AARSD1	Q9BTE6	412	1
ENSG00000129292	PHF20	Q9BVI0	1012	0
ENSG00000198286	CARD11	Q9BXL7	1154	0
ENSG00000105287	PRKD2	Q9BZL6	878	0
ENSG00000228049	POLR2J2	Q9GZM3	115	0
ENSG00000166012	TAF1D	Q9H5J8	278	0
ENSG00000005100	DHX33	Q9H6R0	707	0
ENSG00000165669	FAM204A	Q9H8W3	233	0
ENSG00000159733	ZFYVE28	Q9HCC9	887	0
ENSG00000078124	ACER3	Q9NUN7	267	0
ENSG00000088826	SMOX	Q9NWM0	555	0
ENSG00000108651	UTP6	Q9NYH9	597	0
ENSG00000147912	FBXO10	Q9UK96	956	0
ENSG00000068724	TTC7A	Q9ULT0	858	0
ENSG00000253305	PCDHGB6	Q9Y5F9	930	0
ENSG00000226792	C13orf42	A0A1B0GVH6	325	0
ENSG00000185958	FAM186A	A6NE01	2351	0
ENSG00000263429	TMEM238L	A6NJY4	79	0
ENSG00000237330	RNF223	E7ERA6	249	0
ENSG00000130287	NCAN	O14594	1321	0
ENSG00000109062	NHERF1	O14745	358	0
ENSG00000136274	NACAD	O15069	1562	0
ENSG00000169220	RGS14	O43566	566	0
ENSG00000160224	AIRE	O43918	545	0
ENSG00000099617	EFNA2	O43921	213	0
ENSG00000091640	SPAG7	O75391	227	1
ENSG00000133318	RTN3	O95197	1032	0
ENSG00000091262	ABCC6	O95255	1503	0
ENSG00000105085	MED26	O95402	600	0
ENSG00000168515	SCGB1D1	O95968	90	0
ENSG00000178700	DHFR	P00374	187	0
ENSG00000158106	HPN	P05981	417	0
ENSG00000142583	C2	P06681	752	0
ENSG00000168003	SLC3A2	P08195	630	0
ENSG00000122641	INHBA	P08476	426	0
ENSG00000204510	F7	P08709	466	0
ENSG00000103811	CTSH	P09668	335	0
ENSG00000268182	SMIM17	P0DL12	118	0
ENSG00000282608	ADORA3	P0DMS8	318	0
ENSG00000265190	ANXA8	P13928	327	0
ENSG00000115523	GNLY	P22749	145	0
ENSG00000179348	GATA2	P23769	480	0
ENSG00000164220	F2R	P25116	425	0
ENSG00000135924	DNAJB2	P25686	324	1
ENSG00000134545	KLRC1	P26715	233	0
ENSG00000152818	UTRN	P46939	3433	0
ENSG00000108479	GALK1	P51570	392	0
ENSG00000172493	AFF1	P51825	1210	0
ENSG00000114030	KPNA1	P52294	538	1
ENSG00000251154	PTTG1IP	P53801	180	1
ENSG00000123416	TUBA1B	P68363	451	0
ENSG00000145241	CENPC	Q03188	943	0
ENSG00000187522	HSPA14	Q0VDF9	509	1
ENSG00000055955	ITIH4	Q14624	930	0
ENSG00000143379	SETDB1	Q15047	1291	0
ENSG00000156869	RRS1	Q15050	365	0
ENSG00000074219	TEAD2	Q15562	447	0
ENSG00000052802	MSMO1	Q15800	293	0
ENSG00000023902	PLEKHO1	Q53GL0	409	0
ENSG00000107147	KCNT1	Q5JUK3	1230	0
ENSG00000181450	ZNF678	Q5SXM1	525	0
ENSG00000151773	CCDC122	Q5T0U0	273	0
ENSG00000111834	RSPH4A	Q5TD94	716	0
ENSG00000205133	TRIQK	Q629K1	86	0
ENSG00000164318	EGFLAM	Q63HQ2	1017	0
ENSG00000203972	ATL3	Q6DD88	541	0
ENSG00000113638	TTC33	Q6PID6	262	0
ENSG00000185774	KCNIP4	Q6PIL6	250	0
ENSG00000074603	DPP8	Q6V1X1	898	0
ENSG00000182013	PNMA8A	Q86V59	439	0
ENSG00000188060	RAB42	Q8N4Z0	218	0
ENSG00000167554	ZNF610	Q8N9Z0	462	0
ENSG00000184005	ST6GALNAC3	Q8NDV1	305	0
ENSG00000129460	NGDN	Q8NEJ9	315	1
ENSG00000196832	OR11G2	Q8NGC1	345	0
ENSG00000197233	OR1J2	Q8NGS2	313	0
ENSG00000125954	CHURC1	Q8WUH1	112	0
ENSG00000169314	C22orf15	Q8WYQ4	148	0
ENSG00000251692	PTX4	Q96A99	478	0
ENSG00000011638	LDAF1	Q96B96	161	0
ENSG00000177425	PAWR	Q96IZ0	340	0
ENSG00000158715	SLC45A3	Q96JT2	553	0
ENSG00000185946	RNPC3	Q96LT9	517	0
ENSG00000163006	CCDC138	Q96M89	665	0
ENSG00000185115	NSMCE3	Q96MG7	304	0
ENSG00000161896	IP6K3	Q96PC2	410	0
ENSG00000221836	OR2A5	Q96R48	311	0
ENSG00000087206	UIMC1	Q96RL1	719	0
ENSG00000083782	EPYC	Q99645	322	0
ENSG00000085871	MGST2	Q99735	147	0
ENSG00000162702	ZNF2	Q9BSG1	425	0
ENSG00000165061	ZMAT4	Q9H898	229	0
ENSG00000155363	MOV10	Q9HCE1	1003	0
ENSG00000166452	AKIP1	Q9NQ31	210	0
ENSG00000203880	PCMTD2	Q9NV79	361	1
ENSG00000070269	TMEM260	Q9NX78	707	0
ENSG00000066084	DIP2B	Q9P265	1576	0
ENSG00000143393	PI4KB	Q9UBF8	816	0
ENSG00000090520	DNAJB11	Q9UBS4	358	1
ENSG00000162616	DNAJB4	Q9UDY4	337	0
ENSG00000112796	ENPP5	Q9UJA9	477	0
ENSG00000153832	FBXO3	Q9UK99	471	0
ENSG00000272333	KMT2B	Q9UMN6	2715	0
ENSG00000154822	PLCL2	Q9UPR0	1127	0
ENSG00000023734	STRAP	Q9Y3F4	350	1
ENSG00000172375	C2CD2	Q9Y426	696	0
ENSG00000166783	MARF1	Q9Y4F3	1742	0
ENSG00000064419	TNPO3	Q9Y5L0	923	0
ENSG00000007952	NOX1	Q9Y5S8	564	0
ENSG00000138080	EMILIN1	Q9Y6C2	1016	0
ENSG00000080493	SLC4A4	Q9Y6R1	1079	0
ENSG00000216588	IGSF23	A1L1A6	192	0
ENSG00000275572	GRIFIN	A4D1Z8	144	0
ENSG00000187959	CPSF4L	A6NMK7	179	0
ENSG00000250709	CCDC169	A6NNP5	214	0
ENSG00000170579	DLGAP1	O14490	977	0
ENSG00000134107	BHLHE40	O14503	412	0
ENSG00000178814	OPLAH	O14841	1288	0
ENSG00000145826	LECT2	O14960	151	0
ENSG00000128294	TPST2	O60704	377	0
ENSG00000147526	TACC1	O75410	805	0
ENSG00000146072	TNFRSF21	O75509	655	0
ENSG00000108417	KRT37	O76014	449	0
ENSG00000149809	TM7SF2	O76062	418	0
ENSG00000138674	SEC31A	O94979	1220	1
ENSG00000138083	SIX3	O95343	332	0
ENSG00000170454	KRT75	O95678	551	0
ENSG00000147873	IFNA5	P01569	189	0
ENSG00000160789	LMNA	P02545	664	1
ENSG00000116183	APP	P05067	770	0
ENSG00000117984	CTSD	P07339	412	1
ENSG00000268696	ZNF723	P0DPD5	513	0
ENSG00000268799	H3Y2	P0DPK5	147	0
ENSG00000151090	THRB	P10828	461	0
ENSG00000216490	IFI30	P13284	250	0
ENSG00000166598	HSP90B1	P14625	803	1
ENSG00000128322	IGLL1	P15814	213	0
ENSG00000145545	SRD5A1	P18405	259	0
ENSG00000138279	ANXA7	P20073	488	0
ENSG00000187627	GPD1	P21695	349	0
ENSG00000135312	HTR1B	P28222	390	0
ENSG00000073756	PTGS2	P35354	604	0
ENSG00000084453	SLCO1A2	P46721	670	0
ENSG00000082701	GSK3B	P49841	420	0
ENSG00000188508	KRTDAP	P60985	99	0
ENSG00000106631	MYL7	Q01449	175	0
ENSG00000176945	MUC2	Q02817	5289	0
ENSG00000178104	PDE4D	Q08499	809	0
ENSG00000159692	CTBP1	Q13363	440	1
ENSG00000143514	TP53BP2	Q13625	1128	0
ENSG00000137267	TUBB2A	Q13885	445	0
ENSG00000185532	PRKG1	Q13976	671	0
ENSG00000131398	KCNC3	Q14003	757	0
ENSG00000197102	DYNC1H1	Q14204	4646	0
ENSG00000205426	KRT81	Q14533	505	0
ENSG00000109736	MFSD10	Q14728	455	0
ENSG00000112079	STK38	Q15208	465	1
ENSG00000111737	RAB35	Q15286	201	1
ENSG00000198765	SYCP1	Q15431	976	0
ENSG00000006740	ARHGAP44	Q17R89	818	0
ENSG00000103550	KNOP1	Q1ED39	458	0
ENSG00000167916	KRT24	Q2M2I5	525	0
ENSG00000166839	ANKDD1A	Q495B1	522	0
ENSG00000164114	MAP9	Q49MG5	647	0
ENSG00000188385	JAKMIP3	Q5VZ66	844	0
ENSG00000165309	ARMC3	Q5W041	872	0
ENSG00000129696	TTI2	Q6NXR4	508	0
ENSG00000168913	ENHO	Q6UWT2	76	0
ENSG00000254469	XNDC1N	Q6ZNB5	234	0
ENSG00000135127	BICDL1	Q6ZP65	573	0
ENSG00000186193	SAPCD2	Q86UD0	394	0
ENSG00000179709	NLRP8	Q86W28	1048	0
ENSG00000141293	SKAP1	Q86WV1	359	0
ENSG00000159307	SCUBE1	Q8IWY4	988	0
ENSG00000198912	C1orf174	Q8IYL3	243	1
ENSG00000143633	C1orf131	Q8NDD1	293	0
ENSG00000197403	OR6N1	Q8NGY5	312	0
ENSG00000175322	ZNF519	Q8TB69	540	0
ENSG00000185361	TNFAIP8L1	Q8WVP5	186	0
ENSG00000171302	CANT1	Q8WVQ1	401	0
ENSG00000176946	THAP4	Q8WY91	577	1
ENSG00000119333	DYNC2I2	Q96EX3	536	0
ENSG00000188917	TRMT2B	Q96GJ1	504	0
ENSG00000144026	ZNF514	Q96K75	400	0
ENSG00000088808	PPP1R13B	Q96KQ4	1090	0
ENSG00000172073	SPMIP9	Q96LM6	180	0
ENSG00000118579	MED28	Q9H204	178	1
ENSG00000178403	NEUROG2	Q9H2A3	272	0
ENSG00000173114	LRRN3	Q9H3W5	708	0
ENSG00000182621	PLCB1	Q9NQ66	1216	0
ENSG00000106328	FSCN3	Q9NQT6	498	0
ENSG00000130338	TULP4	Q9NRJ4	1543	0
ENSG00000132932	ATP8A2	Q9NTI2	1188	0
ENSG00000105011	ASF1B	Q9NVP2	202	0
ENSG00000168564	CDKN2AIP	Q9NXV6	580	0
ENSG00000159289	GOLGA6A	Q9NYA3	693	0
ENSG00000143771	CNIH4	Q9P003	139	0
ENSG00000144583	MARCHF4	Q9P2E8	410	0
ENSG00000100813	ACIN1	Q9UKV3	1341	0
ENSG00000066735	KIF26A	Q9ULI4	1882	0
