Gene ID	UniProtID	Protein length	Housekeeping?
ENSG00000172318	Q9Y5Z6	326	0
ENSG00000090376	Q9Y616	596	0
ENSG00000284306	A0A1W2PQD8	194	0
ENSG00000182348	A4D1E1	1349	0
ENSG00000185028	A6NHZ5	514	0
ENSG00000248713	D6RIA3	1793	0
ENSG00000085265	O00602	326	0
ENSG00000103507	O14874	412	1
ENSG00000147394	O15231	689	0
ENSG00000125356	O15239	70	1
ENSG00000280951	O15260	269	0
ENSG00000285465	O15321	606	0
ENSG00000063515	O15499	205	0
ENSG00000134440	O43776	548	1
ENSG00000092931	O43934	449	0
ENSG00000123836	O60825	505	0
ENSG00000111880	O60942	597	0
ENSG00000143847	O75335	1185	0
ENSG00000013297	O75508	207	0
ENSG00000167780	O75908	522	0
ENSG00000049247	O95399	124	0
ENSG00000152266	P01270	115	0
ENSG00000129214	P04278	402	0
ENSG00000114054	P05166	539	0
ENSG00000131828	P08559	390	1
ENSG00000109107	P09972	364	0
ENSG00000231274	P0C264	359	0
ENSG00000172116	P10966	210	0
ENSG00000120798	P13056	603	0
ENSG00000166349	P15918	1043	0
ENSG00000100567	P25788	255	1
ENSG00000113083	P28300	417	0
ENSG00000117971	P30926	498	0
ENSG00000115204	P39210	176	0
ENSG00000122420	P43088	359	0
ENSG00000106038	P49640	407	0
ENSG00000138160	P52732	1056	0
ENSG00000109332	P61077	147	1
ENSG00000168434	P83436	770	1
ENSG00000162191	Q04323	297	1
ENSG00000105398	Q06520	285	0
ENSG00000006695	Q12887	443	0
ENSG00000156299	Q13009	1591	0
ENSG00000114315	Q14469	280	0
ENSG00000164326	Q16568	116	0
ENSG00000171860	Q16581	482	0
ENSG00000168070	Q3KP22	176	0
ENSG00000165685	Q4KMG9	183	0
ENSG00000111639	Q4U2R6	128	1
ENSG00000196437	Q5MCW4	686	0
ENSG00000131620	Q5XXA6	986	0
ENSG00000204572	Q6L8G5	202	0
ENSG00000259823	Q6UX82	237	0
ENSG00000283985	Q6ZQX7	453	0
ENSG00000187912	Q6ZS10	378	0
ENSG00000172260	Q7Z3B1	354	0
ENSG00000174948	Q86SP6	731	0
ENSG00000186198	Q86UW2	128	0
ENSG00000130940	Q86V15	1759	0
ENSG00000147419	Q86WR0	208	0
ENSG00000213186	Q8IWR1	403	0
ENSG00000179774	Q8N100	152	0
ENSG00000161714	Q8N3E9	789	0
ENSG00000197119	Q8N8R3	303	0
ENSG00000179165	Q8NFP0	134	0
ENSG00000178602	Q8NHW6	89	0
ENSG00000077254	Q8TEY7	942	0
ENSG00000151135	Q8WUH6	116	0
ENSG00000151715	Q96B21	275	0
ENSG00000145491	Q96C74	230	0
ENSG00000198954	Q96EK5	621	1
ENSG00000196368	Q96G61	164	0
ENSG00000160949	Q96HA7	1378	0
ENSG00000163110	Q96HC4	596	0
ENSG00000144485	Q96HZ4	224	0
ENSG00000105186	Q96NW4	1050	0
ENSG00000136830	Q96TA1	746	0
ENSG00000132207	Q9BQ83	275	0
ENSG00000184986	Q9BTD3	319	0
ENSG00000166171	Q9BVM2	203	0
ENSG00000146054	Q9C029	511	0
ENSG00000107874	Q9H467	287	1
ENSG00000167699	Q9HC38	313	0
ENSG00000112167	Q9NPB0	183	0
ENSG00000170577	Q9NPC8	291	0
ENSG00000132600	Q9NVM4	692	0
ENSG00000119328	Q9NX38	181	1
ENSG00000126947	Q9P291	453	0
ENSG00000088305	Q9UBC3	853	0
ENSG00000135547	Q9UBP5	337	0
ENSG00000107789	Q9UNW1	487	0
ENSG00000127603	Q9UPN3	7388	1
ENSG00000129450	Q9Y336	463	0
ENSG00000188976	Q9Y3T9	749	1
ENSG00000134538	Q9Y6L6	691	0
ENSG00000152217	Q9Y6X0	1596	0
ENSG00000283683	A0A1B0GUC4	80	0
ENSG00000250821	A0A1B0GW35	172	0
ENSG00000274320	A6NEM1	432	0
ENSG00000187186	G3V523	87	0
ENSG00000169359	O00400	549	0
ENSG00000111249	O14529	1486	0
ENSG00000184990	O15304	175	0
ENSG00000266028	O75044	1071	0
ENSG00000085719	O75131	537	0
ENSG00000275338	O75154	756	0
ENSG00000093217	O75191	536	0
ENSG00000205758	O95825	349	0
ENSG00000125148	P02795	61	0
ENSG00000284730	P0DPE3	317	0
ENSG00000163734	P19876	107	0
ENSG00000155097	P21283	382	0
ENSG00000170367	P28325	142	0
ENSG00000100614	P35813	382	0
ENSG00000130948	P37058	310	0
ENSG00000178732	P40197	560	0
ENSG00000126012	P41229	1560	0
ENSG00000164904	P49419	539	0
ENSG00000213923	P49674	416	0
ENSG00000109339	P53779	464	0
ENSG00000066427	P54252	361	0
ENSG00000182346	P59103	153	0
ENSG00000169750	P60763	192	0
ENSG00000149506	P60852	638	0
ENSG00000166200	P61201	443	1
ENSG00000151651	P78325	824	0
ENSG00000166444	P78524	1137	0
ENSG00000182534	P84157	204	0
ENSG00000109906	Q05516	673	0
ENSG00000169507	Q08AI6	406	0
ENSG00000159259	Q13112	559	0
ENSG00000086159	Q13520	282	0
ENSG00000152583	Q14515	664	0
ENSG00000178568	Q15303	1308	0
ENSG00000135063	Q15884	450	0
ENSG00000063854	Q16775	308	1
ENSG00000235376	Q2QD12	228	0
ENSG00000105849	Q3B726	338	0
ENSG00000196155	Q58EX7	1191	0
ENSG00000070601	Q5SYB0	1578	0
ENSG00000285312	Q5T4I8	152	0
ENSG00000112212	Q5TGU0	170	0
ENSG00000164011	Q5VV52	315	0
ENSG00000189057	Q6SJ93	734	0
ENSG00000130173	Q6UXH0	198	0
ENSG00000164091	Q6UXN9	313	1
ENSG00000166130	Q70UQ0	350	0
ENSG00000198633	Q76KX8	674	0
ENSG00000158806	Q86SE8	214	0
ENSG00000186806	Q86VR7	867	0
ENSG00000285343	Q86XI6	285	0
ENSG00000117758	Q86Y82	276	1
ENSG00000154227	Q8IU89	383	0
ENSG00000214050	Q8IX29	292	0
ENSG00000177181	Q8IXN7	391	0
ENSG00000144535	Q8IYB7	885	0
ENSG00000127418	Q8N441	504	0
ENSG00000177294	Q8N4B4	442	0
ENSG00000119636	Q8ND07	529	0
ENSG00000164180	Q8NDZ6	487	0
ENSG00000171054	Q8NG92	308	0
ENSG00000171014	Q8NGN0	318	0
ENSG00000189152	Q8TC17	118	0
ENSG00000168263	Q8TDN2	545	0
ENSG00000115207	Q8WUA4	911	0
ENSG00000204991	Q8WWL2	714	0
ENSG00000124782	Q92766	1687	0
ENSG00000131116	Q96B54	188	0
ENSG00000204316	Q96DV4	380	1
ENSG00000142494	Q96FL8	570	0
ENSG00000105479	Q96M63	670	0
ENSG00000197937	Q96SE7	839	0
ENSG00000174600	Q99788	373	0
ENSG00000112874	Q9BQG2	462	0
ENSG00000076650	Q9BRR8	931	0
ENSG00000105248	Q9BW85	323	1
ENSG00000198754	Q9BYC2	517	0
ENSG00000101940	Q9H1Z4	485	1
ENSG00000198742	Q9HCE7	757	1
ENSG00000138073	Q9HCU5	417	1
ENSG00000163909	Q9NQ87	328	0
ENSG00000197951	Q9NQZ8	489	0
ENSG00000154917	Q9NRW1	208	0
ENSG00000275911	Q9NXR1	335	0
ENSG00000184408	Q9NZV8	630	0
ENSG00000183048	Q9UBX3	287	0
ENSG00000106560	Q9UG22	337	0
ENSG00000154734	Q9UHI8	967	0
ENSG00000196247	Q9UII5	783	0
ENSG00000108176	Q9UKB3	198	0
ENSG00000093000	Q9UKX7	468	0
ENSG00000280908	Q9UM07	663	0
ENSG00000262145	Q9Y6H3	246	0
ENSG00000283528	A0A1B0GVM2	712	0
ENSG00000284209	A0A8V8TMC4	285	0
ENSG00000186628	A1L4K1	749	0
ENSG00000197706	A6NCV1	312	0
ENSG00000182103	A6NEQ2	426	0
ENSG00000185055	A6NFE3	127	0
ENSG00000101230	B1AKI9	464	0
ENSG00000169789	O14603	147	0
ENSG00000126266	O14842	300	0
ENSG00000185359	O14964	777	1
ENSG00000170190	O15375	505	0
ENSG00000101945	O43463	412	0
ENSG00000143479	O43781	588	0
ENSG00000110171	O75382	744	0
ENSG00000077327	O75602	509	0
ENSG00000133028	O75880	301	0
ENSG00000162482	O95154	331	0
ENSG00000204439	O95873	294	1
ENSG00000126088	P06132	367	1
ENSG00000288157	P0DQD5	375	0
ENSG00000144118	P11234	206	0
ENSG00000142173	P12110	1019	0
ENSG00000134853	P16234	1089	0
ENSG00000125851	P16519	638	0
ENSG00000120438	P17987	556	1
ENSG00000175582	P20340	208	1
ENSG00000008517	P24001	234	0
ENSG00000167601	P30530	894	0
ENSG00000134532	P35711	763	0
ENSG00000014641	P40925	334	0
ENSG00000167580	P41181	271	0
ENSG00000117122	P55001	183	0
ENSG00000132432	P60059	68	0
ENSG00000186439	Q13061	729	0
ENSG00000102683	Q13326	291	0
ENSG00000100023	Q13356	520	0
ENSG00000173171	Q13505	466	0
ENSG00000283085	Q13641	420	0
ENSG00000183715	Q14982	345	0
ENSG00000138166	Q16690	384	0
ENSG00000111783	Q33E94	735	0
ENSG00000204952	Q5MNV8	452	0
ENSG00000152763	Q5VTH9	848	0
ENSG00000168907	Q68DD2	849	0
ENSG00000198771	Q6JBY9	416	0
ENSG00000278210	Q6L8H4	278	0
ENSG00000189377	Q6UXB2	119	0
ENSG00000156687	Q6UXZ4	953	0
ENSG00000080603	Q6ZRS2	3230	0
ENSG00000141933	Q6ZTW0	290	0
ENSG00000165730	Q6ZVD7	989	0
ENSG00000174502	Q7LBE3	791	0
ENSG00000068137	Q7Z736	793	0
ENSG00000160602	Q86SG6	692	0
ENSG00000117682	Q86SQ9	333	0
ENSG00000175893	Q8IVQ6	265	0
ENSG00000100997	Q8N2K0	398	1
ENSG00000177570	Q8N8I0	201	0
ENSG00000173212	Q8N8X9	362	0
ENSG00000163702	Q8NAC3	791	0
ENSG00000084693	Q8NDL9	886	0
ENSG00000140090	Q8NFF2	622	0
ENSG00000111666	Q8WUD6	406	0
ENSG00000101187	Q96BD0	722	0
ENSG00000174740	Q96DU9	382	0
ENSG00000136514	Q96DX8	246	0
ENSG00000162814	Q96L03	361	0
ENSG00000057019	Q96PD2	775	0
ENSG00000172171	Q96QE5	360	0
ENSG00000147145	Q99677	370	0
ENSG00000149557	Q99689	392	0
ENSG00000105447	Q9BQ67	446	0
ENSG00000141002	Q9BQ70	676	1
ENSG00000260325	Q9BQS6	159	0
ENSG00000284915	Q9BSI4	451	0
ENSG00000076604	Q9BUZ4	470	0
ENSG00000150783	Q9BXU0	123	0
ENSG00000134588	Q9BXU7	913	0
ENSG00000188687	Q9BY07	1137	0
ENSG00000163827	Q9BYS8	371	0
ENSG00000107937	Q9BZE4	634	0
ENSG00000135951	Q9BZW7	698	0
ENSG00000166004	Q9C0D2	2601	0
ENSG00000075089	Q9GZN1	396	0
ENSG00000078487	Q9H0M4	648	0
ENSG00000119669	Q9H1B7	796	1
ENSG00000117643	Q9NR34	630	0
ENSG00000065491	Q9NU19	505	1
ENSG00000131263	Q9NVW2	624	0
ENSG00000138375	Q9NZC9	954	0
ENSG00000170153	Q9ULK6	438	0
ENSG00000113946	Q9Y5I7	235	0
ENSG00000225805	A0A096LNP1	70	0
ENSG00000286135	A0A494C103	137	0
ENSG00000288625	A0A6Q8PHR7	45	0
ENSG00000188051	A6NGB7	291	0
ENSG00000214336	A8MTJ6	420	0
ENSG00000132297	C9JL84	531	0
ENSG00000116266	O00186	592	1
ENSG00000147862	O00712	420	0
ENSG00000167548	O14686	5537	0
ENSG00000069966	O14775	395	0
ENSG00000171453	O15160	346	0
ENSG00000169902	O60507	370	0
ENSG00000113648	O75367	369	1
ENSG00000282941	O75764	348	0
ENSG00000092203	O94842	621	0
ENSG00000149639	O94964	1661	0
ENSG00000113196	O96004	215	0
ENSG00000011132	O96018	575	0
ENSG00000254647	P01308	110	0
ENSG00000150093	P05556	798	0
ENSG00000124635	P06899	126	0
ENSG00000282947	P14866	589	0
ENSG00000288516	P17612	351	0
ENSG00000284816	P21709	976	0
ENSG00000007372	P26367	422	0
ENSG00000277443	P29966	332	0
ENSG00000198265	P42694	1942	0
ENSG00000275288	P43629	444	0
ENSG00000144935	P48995	793	0
ENSG00000159399	P52789	917	0
ENSG00000131473	P53396	1101	0
ENSG00000282992	P56470	323	0
ENSG00000100764	P62191	440	1
ENSG00000086205	Q04609	750	0
ENSG00000124193	Q13247	344	1
ENSG00000148090	Q13825	339	0
ENSG00000105246	Q14213	229	0
ENSG00000143498	Q15573	450	0
ENSG00000205363	Q2T9L4	293	0
ENSG00000068354	Q3MII6	688	0
ENSG00000204161	Q5T292	105	0
ENSG00000120549	Q5T5P2	1943	0
ENSG00000079691	Q5VZK9	1371	0
ENSG00000100399	Q6NUI6	762	0
ENSG00000189114	Q6QNY0	202	0
ENSG00000144290	Q6U841	1118	0
ENSG00000108256	Q7Z417	695	1
ENSG00000187398	Q86TE4	346	0
ENSG00000171757	Q8IZ02	464	0
ENSG00000176834	Q8N0Z9	540	0
ENSG00000205364	Q8N339	61	0
ENSG00000169550	Q8N387	334	0
ENSG00000095370	Q8N5H7	860	0
ENSG00000213889	Q8N819	430	0
ENSG00000178171	Q8N944	861	0
ENSG00000143858	Q8N9I0	419	0
ENSG00000162144	Q8NBI2	242	0
ENSG00000173889	Q8NDX5	983	0
ENSG00000154099	Q8NEP3	725	0
ENSG00000176540	Q8NGB2	326	0
ENSG00000184992	Q8WY22	251	0
ENSG00000160472	Q8WZ59	177	0
ENSG00000136560	Q92844	425	0
ENSG00000233822	Q99877	126	0
ENSG00000170876	Q9BTV4	400	1
ENSG00000174243	Q9BUQ8	820	1
ENSG00000213996	Q9BZW4	377	0
ENSG00000115423	Q9C0G6	4158	0
ENSG00000125861	Q9GZZ7	299	0
ENSG00000168152	Q9H5L6	903	0
ENSG00000276848	Q9H7L2	352	0
ENSG00000142611	Q9HAZ2	1276	0
ENSG00000145555	Q9HD67	2058	0
ENSG00000099246	Q9NP72	206	0
ENSG00000101888	Q9NPJ8	142	0
ENSG00000280610	Q9NS87	1388	0
ENSG00000070526	Q9NSC7	600	0
ENSG00000153310	Q9NUQ9	324	0
ENSG00000087448	Q9P2K6	505	0
ENSG00000166866	Q9UBC5	1043	0
ENSG00000144649	Q9UFP1	575	0
ENSG00000166169	Q9UGP5	575	0
ENSG00000072133	Q9UK32	745	0
ENSG00000117569	Q9UKA9	531	0
ENSG00000091527	Q9UKY7	258	1
ENSG00000146776	Q9ULK2	861	0
ENSG00000169330	Q9UPX6	916	0
ENSG00000170515	Q9UQ80	394	1
ENSG00000078668	Q9Y277	283	1
ENSG00000101052	Q9Y366	437	0
ENSG00000171914	Q9Y4G6	2542	0
ENSG00000141385	Q9Y4W6	797	1
ENSG00000277649	Q9Y584	194	0
ENSG00000036530	Q9Y6A2	500	0
ENSG00000166260	Q9Y6N1	276	0
ENSG00000224109	A0A0U1RRI6	272	0
ENSG00000284395	A0A1W2PR82	267	0
ENSG00000162669	A2PYH4	1435	0
ENSG00000189420	A6NM28	416	0
ENSG00000179627	B2RXF5	422	0
ENSG00000106178	O00175	119	0
ENSG00000182952	O00479	90	1
ENSG00000172375	O14523	706	0
ENSG00000125744	O75298	545	0
ENSG00000076344	O94810	467	0
ENSG00000132465	P01591	159	0
ENSG00000187608	P05161	165	0
ENSG00000177606	P05412	331	0
ENSG00000108255	P05813	215	0
ENSG00000104852	P08621	437	1
ENSG00000101336	P08631	526	0
ENSG00000122877	P11161	476	0
ENSG00000115966	P15336	505	0
ENSG00000108839	P18054	663	0
ENSG00000132437	P20711	480	0
ENSG00000106004	P20719	270	0
ENSG00000136634	P22301	178	0
ENSG00000128709	P28356	352	0
ENSG00000164045	P30304	524	0
ENSG00000284320	P34896	483	0
ENSG00000188822	P34972	360	0
ENSG00000178538	P35219	290	0
ENSG00000096996	P42701	662	0
ENSG00000184254	P47895	512	0
ENSG00000274577	P48742	406	0
ENSG00000117650	P51955	445	0
ENSG00000160293	P52735	878	0
ENSG00000221864	P59991	146	0
ENSG00000071677	P81277	87	0
ENSG00000105516	Q10586	325	0
ENSG00000144230	Q13304	367	0
ENSG00000154582	Q15369	112	0
ENSG00000124212	Q16647	500	0
ENSG00000170500	Q1L5Z9	754	0
ENSG00000198218	Q2TAL8	776	1
ENSG00000262139	Q32M45	955	0
ENSG00000167555	Q3MIS6	628	0
ENSG00000148482	Q504Y0	691	0
ENSG00000186288	Q5JQF8	200	0
ENSG00000176624	Q5U5Q3	659	0
ENSG00000166669	Q5U623	682	0
ENSG00000080345	Q5UIP0	2472	0
ENSG00000198225	Q5VVH2	108	0
ENSG00000188895	Q68DK7	614	1
ENSG00000160447	Q6P5Z2	889	0
ENSG00000276464	Q6PJE2	187	0
ENSG00000146215	Q6Q6R5	217	0
ENSG00000282895	Q6ZS11	566	0
ENSG00000129003	Q709C8	3753	0
ENSG00000081803	Q86UW7	1296	0
ENSG00000158901	Q8IUA0	241	0
ENSG00000153779	Q8IUE1	241	0
ENSG00000156531	Q8IWS0	365	0
ENSG00000163093	Q8N3I7	341	0
ENSG00000177614	Q8N414	524	0
ENSG00000162642	Q8N6N3	182	0
ENSG00000167447	Q8ND04	991	0
ENSG00000138587	Q8NEH6	495	0
ENSG00000196131	Q8NFZ6	395	0
ENSG00000140471	Q8NG48	757	0
ENSG00000173431	Q8TDE3	154	0
ENSG00000147041	Q8TDW5	730	0
ENSG00000184897	Q92522	213	1
ENSG00000158813	Q92838	391	0
ENSG00000124155	Q969N2	578	0
ENSG00000164695	Q96CF2	233	0
ENSG00000181192	Q96HY7	919	0
ENSG00000128159	Q96RT7	1819	0
ENSG00000143341	Q96RW7	5635	0
ENSG00000136169	Q96T68	719	0
ENSG00000134243	Q99523	831	0
ENSG00000162438	Q99895	268	0
ENSG00000120820	Q9H1C3	349	0
ENSG00000095203	Q9H329	900	0
ENSG00000142252	Q9H840	131	0
ENSG00000125485	Q9H8H2	851	0
ENSG00000169605	Q9NS71	185	0
ENSG00000189433	Q9NTQ9	266	0
ENSG00000013503	Q9NW08	1133	0
ENSG00000175756	Q9NWT8	199	1
ENSG00000288124	Q9NZP8	487	0
ENSG00000162430	Q9NZV5	590	0
ENSG00000165934	Q9P2I0	782	0
ENSG00000175505	Q9UBD9	225	0
ENSG00000188770	Q9UBM4	332	0
ENSG00000168916	Q9ULD9	1512	0
ENSG00000114455	Q9UM44	414	0
ENSG00000130477	Q9UPW8	1703	0
ENSG00000137055	Q9Y263	795	1
ENSG00000122254	Q9Y278	367	0
ENSG00000146963	Q9Y383	392	0
ENSG00000185950	Q9Y4H2	1338	0
ENSG00000281123	Q9Y6R7	5405	0
ENSG00000282881	A0A0U1RQS6	177	0
ENSG00000179256	A2RU48	225	0
ENSG00000258102	A6NCE7	125	0
ENSG00000236027	B3GLJ2	98	0
ENSG00000118946	O14917	1159	0
ENSG00000165868	O43301	675	0
ENSG00000131504	O60610	1272	0
ENSG00000158864	O75306	463	0
ENSG00000198862	O94822	1766	0
ENSG00000058091	O94921	469	0
ENSG00000180210	P00734	622	0
ENSG00000184502	P01350	101	0
ENSG00000138435	P02708	457	0
ENSG00000151247	P06730	217	0
ENSG00000138685	P09038	288	0
ENSG00000230561	P0DO97	292	0
ENSG00000122862	P10124	158	0
ENSG00000133020	P13535	1937	0
ENSG00000106991	P17813	658	0
ENSG00000127129	P20800	178	0
ENSG00000130635	P20908	1838	0
ENSG00000087085	P22303	614	0
ENSG00000143224	P50336	477	0
ENSG00000262814	P52815	198	1
ENSG00000147601	P54274	439	0
ENSG00000115009	P78556	96	0
ENSG00000004059	P84085	180	1
ENSG00000243137	Q00888	419	0
ENSG00000051180	Q06609	339	0
ENSG00000152127	Q09328	741	0
ENSG00000205186	Q0Z7S8	132	0
ENSG00000116809	Q13105	803	1
ENSG00000007216	Q13183	592	0
ENSG00000102606	Q14155	803	0
ENSG00000159263	Q14190	667	0
ENSG00000121060	Q14258	630	0
ENSG00000168421	Q15669	191	0
ENSG00000152977	Q15915	447	0
ENSG00000143105	Q16322	511	0
ENSG00000153820	Q2M3C7	1700	0
ENSG00000215545	Q30KQ4	102	0
ENSG00000132938	Q5JR59	1369	0
ENSG00000163354	Q5T1A1	773	0
ENSG00000189195	Q5XKL5	1792	0
ENSG00000204001	Q6JVE9	175	0
ENSG00000188992	Q6XZB0	460	0
ENSG00000188848	Q6ZU67	534	0
ENSG00000091986	Q76M96	950	0
ENSG00000183324	Q7Z4M0	266	0
ENSG00000198369	Q7Z698	418	0
ENSG00000197948	Q86WN1	690	0
ENSG00000150551	Q8N2G4	141	0
ENSG00000180998	Q8N3F9	429	0
ENSG00000088836	Q8NBS3	875	0
ENSG00000215440	Q8NDH3	523	1
ENSG00000129636	Q8TB96	612	0
ENSG00000135845	Q92535	297	0
ENSG00000100647	Q92537	303	1
ENSG00000105607	Q92947	438	0
ENSG00000112584	Q96EK7	910	0
ENSG00000118894	Q96G04	330	0
ENSG00000181751	Q96GV9	206	0
ENSG00000284260	Q96T51	708	0
ENSG00000163820	Q9BQS8	1478	0
ENSG00000235173	Q9BTY7	390	0
ENSG00000117069	Q9BVH7	336	0
ENSG00000136929	Q9BXL5	484	0
ENSG00000109113	Q9BZG1	259	0
ENSG00000153561	Q9H871	391	1
ENSG00000128039	Q9H8P0	318	0
ENSG00000074527	Q9HB63	628	0
ENSG00000078687	Q9HCJ0	1936	0
ENSG00000027869	Q9NP31	389	0
ENSG00000196083	Q9NPH3	570	0
ENSG00000019485	Q9NQV5	511	0
ENSG00000166272	Q9NX94	342	0
ENSG00000100191	Q9NY91	659	0
ENSG00000031003	Q9NYF5	915	0
ENSG00000065970	Q9P0K8	574	1
ENSG00000165804	Q9P2Y4	722	0
ENSG00000008311	Q9UDR5	926	0
ENSG00000129158	Q9UGK8	458	0
ENSG00000242110	Q9UHK6	382	0
ENSG00000284889	Q9UL46	239	0
ENSG00000162065	Q9ULP9	559	0
ENSG00000164597	Q9UP83	860	0
ENSG00000119509	Q9Y283	1065	0
ENSG00000108262	Q9Y2X7	761	0
ENSG00000204969	Q9Y5H9	948	0
ENSG00000232593	A0A1W2PQU2	76	0
ENSG00000288593	A0A9L9P0W8	40	0
ENSG00000205784	A6NEK1	342	0
ENSG00000183246	A6NJZ7	1639	0
ENSG00000290183	B4DI05	331	0
ENSG00000234602	D6RGH6	385	0
ENSG00000259112	E9PQ53	114	0
ENSG00000131264	O14627	284	0
ENSG00000172818	O14753	267	0
ENSG00000153132	O14967	610	0
ENSG00000106400	O43257	154	1
ENSG00000100473	O43405	550	0
ENSG00000104147	O43482	229	0
ENSG00000152465	O60551	498	0
ENSG00000144908	O75891	902	0
ENSG00000078043	O75928	621	0
ENSG00000182108	O95424	95	1
ENSG00000274829	O95453	639	0
ENSG00000170890	P04054	148	0
ENSG00000118705	P04844	631	1
ENSG00000170950	P07205	417	0
ENSG00000187550	P0C263	348	0
ENSG00000101444	P23526	432	1
ENSG00000072694	P31994	310	0
ENSG00000114573	P38606	617	0
ENSG00000147400	P41208	172	0
ENSG00000005102	P50221	254	0
ENSG00000101265	P50749	326	0
ENSG00000143545	P51153	203	1
ENSG00000186376	P51815	510	0
ENSG00000134684	P54577	528	1
ENSG00000205439	P60328	96	0
ENSG00000075624	P60709	375	0
ENSG00000255154	P86397	168	0
ENSG00000212993	Q06416	359	0
ENSG00000183751	Q12788	808	0
ENSG00000168067	Q12851	820	0
ENSG00000136931	Q13285	461	0
ENSG00000081277	Q13835	747	0
ENSG00000139977	Q147X3	362	0
ENSG00000122691	Q15672	202	0
ENSG00000089693	Q15773	248	1
ENSG00000180884	Q3KQV3	632	0
ENSG00000082213	Q49AR2	442	0
ENSG00000203963	Q5JVX7	400	0
ENSG00000101544	Q6IQ32	1131	0
ENSG00000164190	Q6KC79	2804	0
ENSG00000187257	Q6PCB5	846	0
ENSG00000177354	Q711Q0	1435	0
ENSG00000197157	Q7KZF4	910	1
ENSG00000089876	Q7L7V1	743	0
ENSG00000162298	Q86TM6	617	0
ENSG00000170054	Q86WD7	417	0
ENSG00000162706	Q8N126	398	0
ENSG00000144589	Q8N1F8	1088	0
ENSG00000178031	Q8N6G6	1762	0
ENSG00000163793	Q8N7S2	189	0
ENSG00000239605	Q8N801	248	0
ENSG00000178150	Q8NC26	417	0
ENSG00000123485	Q8NCD3	748	0
ENSG00000172640	Q8NGE0	317	0
ENSG00000221840	Q8NH83	315	0
ENSG00000101883	Q8NHV9	184	0
ENSG00000186675	Q8TD90	523	0
ENSG00000171777	Q8TDF6	673	0
ENSG00000104881	Q8WUF5	828	0
ENSG00000049883	Q8WV60	388	0
ENSG00000054654	Q8WXH0	6885	0
ENSG00000073584	Q969G3	411	0
ENSG00000197380	Q96B18	629	0
ENSG00000112773	Q96IP4	442	0
ENSG00000055813	Q96PX6	553	0
ENSG00000172315	Q96S44	253	0
ENSG00000087111	Q96S52	555	0
ENSG00000143398	Q99755	562	0
ENSG00000185130	Q99880	126	0
ENSG00000151364	Q9BQ13	255	0
ENSG00000198093	Q9BS31	505	0
ENSG00000102543	Q9BWV3	514	0
ENSG00000115665	Q9GZV3	580	0
ENSG00000106780	Q9H1U4	602	0
ENSG00000101464	Q9H490	435	0
ENSG00000110104	Q9H6F5	360	0
ENSG00000163516	Q9H8Y5	726	0
ENSG00000168894	Q9P0P0	153	1
ENSG00000205629	Q9UIC8	334	1
ENSG00000225921	Q9UMY1	257	1
ENSG00000185344	Q9Y487	856	0
ENSG00000095906	Q9Y5Y2	271	0
ENSG00000135973	Q9Y5Y3	372	0
ENSG00000262461	A0A494C191	265	0
ENSG00000198624	A6NI79	296	0
ENSG00000238083	A6NM11	1700	0
ENSG00000260458	B7U540	433	0
ENSG00000100029	O00541	588	0
ENSG00000102055	O14990	202	0
ENSG00000109101	O15353	648	0
ENSG00000162704	O15511	151	0
ENSG00000103540	O43303	1012	0
ENSG00000127561	O43761	229	0
ENSG00000165525	O60524	1076	0
ENSG00000134198	O60636	221	0
ENSG00000197965	O95297	269	1
ENSG00000166948	O95932	706	0
ENSG00000125910	O95977	384	0
ENSG00000277263	P01903	254	0
ENSG00000259207	P05106	788	0
ENSG00000139687	P06400	928	0
ENSG00000169252	P07550	413	0
ENSG00000176105	P07947	543	0
ENSG00000166670	P09238	476	0
ENSG00000150991	P0CG48	685	1
ENSG00000107485	P23771	443	0
ENSG00000099326	P28698	734	0
ENSG00000125388	P32298	578	0
ENSG00000159128	P38484	337	0
ENSG00000141086	P40313	264	0
ENSG00000111816	P42685	505	0
ENSG00000276262	P46459	744	0
ENSG00000157399	P51690	589	0
ENSG00000244476	P60508	538	0
ENSG00000113558	P63208	163	1
ENSG00000275714	P68431	136	0
ENSG00000132535	P78352	724	0
ENSG00000151694	P78536	824	0
ENSG00000131724	P78552	427	0
ENSG00000133138	Q0IIM8	1120	0
ENSG00000167825	Q13606	314	0
ENSG00000115275	Q13724	837	0
ENSG00000149308	Q14207	1427	0
ENSG00000165202	Q15612	314	0
ENSG00000175920	Q18PE1	504	0
ENSG00000167037	Q2NKQ1	1148	0
ENSG00000174109	Q4G0I0	132	0
ENSG00000284754	Q4QY38	66	0
ENSG00000118960	Q53T59	392	0
ENSG00000165702	Q5VTD9	330	0
ENSG00000206043	Q68DL7	685	0
ENSG00000060140	Q6J9G0	422	0
ENSG00000275397	Q6UWP2	260	0
ENSG00000179029	Q6UX40	140	0
ENSG00000139263	Q6UXM1	1119	0
ENSG00000187566	Q6VVB1	395	0
ENSG00000119471	Q6YN16	418	0
ENSG00000157450	Q6ZNA4	994	0
ENSG00000154997	Q6ZU15	432	0
ENSG00000185674	Q86SG7	212	0
ENSG00000158669	Q86UL3	456	1
ENSG00000165572	Q86V97	674	0
ENSG00000181007	Q8N141	532	0
ENSG00000239704	Q8N9R6	152	0
ENSG00000166884	Q8NGJ1	314	0
ENSG00000232268	Q8NGK6	324	0
