Gene ID	Transcript ID	Gene Name	RefSeq	CCDS ID
ENSG00000163902	ENST00000296255	RPN1	NM_002950	CCDS3051
ENSG00000163904	ENST00000296257	SENP2	NM_021627	CCDS33902
ENSG00000163930	ENST00000296288	BAP1	NA	
ENSG00000197894	ENST00000296412	ADH5	NM_000671	CCDS47111
ENSG00000164039	ENST00000296424	BDH2	NM_020139	CCDS3663
ENSG00000164040	ENST00000296425	PGRMC2	NA	
ENSG00000164054	ENST00000296444	SHISA5	NM_016479	CCDS2770
ENSG00000164062	ENST00000296456	APEH	NM_001640	CCDS2801
ENSG00000164091	ENST00000296490	WDR82	NM_025222	CCDS2851
ENSG00000164163	ENST00000296577	ABCE1	"NM_001040876; NM_002940"	CCDS34071
ENSG00000164168	ENST00000296582	TMEM184C	NM_018241	CCDS3770
ENSG00000164182	ENST00000296597	NDUFAF2	NM_174889	CCDS3979
ENSG00000186468	ENST00000296674	RPS23	NM_001025	CCDS47241
ENSG00000164346	ENST00000296802	NSA2	NM_001271665	CCDS75260
ENSG00000164548	ENST00000297071	TRA2A	NM_013293	CCDS5383
ENSG00000164609	ENST00000297151	SLU7	"NM_001364520; NM_001364523; NM_001364517; NM_001364521; NM_006425"	CCDS4352
ENSG00000164615	ENST00000297156	CAMLG	NM_001745	CCDS4178
ENSG00000164610	ENST00000297157	RP9	NM_203288	CCDS5440
ENSG00000113013	ENST00000297185	HSPA9	NM_004134	CCDS4208
ENSG00000164713	ENST00000297290	BRI3	NM_015379	CCDS5656
ENSG00000164754	ENST00000297338	RAD21	NM_006265	CCDS6321
ENSG00000165389	ENST00000298130	SPTSSA	NM_138288	CCDS9647
ENSG00000165502	ENST00000298289	RPL36AL	NM_001001	CCDS9689
ENSG00000165512	ENST00000298299	ZNF22	NM_006963	CCDS7211
ENSG00000165724	ENST00000298585	ZMYND19	NM_138462	CCDS7048
ENSG00000165898	ENST00000298818	ISCA2	NA	
ENSG00000165916	ENST00000298852	PSMC3	NA	CCDS7935
ENSG00000165943	ENST00000298894	MOAP1	NM_022151	CCDS9908
ENSG00000107949	ENST00000299130	BCCIP	NM_078469	CCDS7650
ENSG00000166136	ENST00000299166	NDUFB8	NM_005004	CCDS7497
ENSG00000166200	ENST00000299259	COPS2	NM_001143887	CCDS45257
ENSG00000166228	ENST00000299299	PCBD1	NM_000281	CCDS31217
ENSG00000166226	ENST00000299300	CCT2	NM_006431	CCDS8991
ENSG00000166337	ENST00000299424	TAF10	NM_006284	CCDS7769
ENSG00000166340	ENST00000299427	TPP1	NM_000391	CCDS7770
ENSG00000166479	ENST00000299608	TMX3	"NM_001350516; NM_001350515; NM_001350514; NM_001350517; NM_019022"	CCDS32840
ENSG00000166598	ENST00000299767	HSP90B1	NM_003299	CCDS9094
ENSG00000166747	ENST00000299980	AP1G1	NM_001128	CCDS32480
ENSG00000166794	ENST00000300026	PPIB	NM_000942	CCDS10191
ENSG00000166797	ENST00000300030	CIAO2A	NM_032231	CCDS10189
ENSG00000166848	ENST00000300086	TERF2IP	NM_018975	CCDS32491
ENSG00000166855	ENST00000300107	CLPX	NM_006660	CCDS10202
ENSG00000166889	ENST00000300146	PATL1	NM_152716	CCDS44613
ENSG00000166902	ENST00000300151	MRPL16	NM_017840	CCDS7976
ENSG00000166925	ENST00000300181	TSC22D4	"NM_001303043; NM_030935"	CCDS5695
ENSG00000159140	ENST00000300278	SON	NM_032195	CCDS13631
ENSG00000167004	ENST00000300289	PDIA3	NM_005313	CCDS10101
ENSG00000167005	ENST00000300291	NUDT21	NM_007006	CCDS10760
ENSG00000167085	ENST00000300408	PHB	NM_002634	CCDS11548
ENSG00000167113	ENST00000300452	COQ4	NM_016035	CCDS6898
ENSG00000167193	ENST00000300574	CRK	NM_016823	CCDS11002
ENSG00000089154	ENST00000300648	GCN1	NM_006836	CCDS41847
ENSG00000167283	ENST00000300688	ATP5MG	NM_006476	CCDS8397
ENSG00000167323	ENST00000300737	STIM1	NM_003156	CCDS7749
ENSG00000167460	ENST00000300933	TPM4	NM_003290	CCDS12338
ENSG00000158545	ENST00000301011	ZC3H18	NM_144604	CCDS10967
ENSG00000167657	ENST00000301264	DAPK3	NA	CCDS12116
ENSG00000167671	ENST00000301281	UBXN6	NM_025241	CCDS12129
ENSG00000167721	ENST00000301364	TSR1	NM_018128	CCDS32525
ENSG00000167775	ENST00000301458	CD320	NM_016579	CCDS12198
ENSG00000167778	ENST00000301463	SPRYD3	NM_032840	CCDS8845
ENSG00000167797	ENST00000301488	CDK2AP2	"NM_005851; NM_001271849"	CCDS8169
ENSG00000167815	ENST00000301522	PRDX2	NM_005809	CCDS12281
ENSG00000167862	ENST00000301585	MRPL58	"NM_001303265; NM_001545"	CCDS11711
ENSG00000167863	ENST00000301587	ATP5PD	NM_006356	CCDS11712
ENSG00000167930	ENST00000301678	FAM234A	NA	CCDS10402
ENSG00000130731	ENST00000301686	METTL26	NM_032366	CCDS45368
ENSG00000167967	ENST00000301727	E4F1	NM_004424	CCDS32370
ENSG00000167977	ENST00000301738	KCTD5	NM_018992	CCDS10475
ENSG00000167978	ENST00000301740	SRRM2	NM_016333	CCDS32373
ENSG00000167986	ENST00000301764	DDB1	NM_001923	CCDS31576
ENSG00000167987	ENST00000301765	VPS37C	NM_017966	CCDS31573
ENSG00000214753	ENST00000301785	HNRNPUL2	NM_001079559	CCDS41659
ENSG00000168028	ENST00000301821	RPSA	NM_002295	CCDS2686
ENSG00000162191	ENST00000301935	UBXN1	NM_001286077	CCDS66105
ENSG00000171148	ENST00000301964	TADA3	NM_006354	CCDS2583
ENSG00000170604	ENST00000302165	IRF2BP1	NM_015649	CCDS12678
ENSG00000170502	ENST00000302174	NUDT9	NM_024047	CCDS3620
ENSG00000170315	ENST00000302182	UBB	"NM_001281716; NM_018955; NM_001281720"	CCDS11177
ENSG00000168872	ENST00000302243	DDX19A	NM_018332	CCDS10889
ENSG00000172301	ENST00000302362	COPRS	NM_018405	CCDS11268
ENSG00000170296	ENST00000302386	GABARAP	NM_007278	CCDS11092
ENSG00000169964	ENST00000302392	TMEM42	NM_144638	CCDS2722
ENSG00000170759	ENST00000302418	KIF5B	NM_004521	CCDS7171
ENSG00000205544	ENST00000302422	TMEM256	NM_152766	CCDS11102
ENSG00000171206	ENST00000302424	TRIM8	NA	
ENSG00000065427	ENST00000302445	KARS	NM_005548	CCDS10923
ENSG00000109919	ENST00000302503	MTCH2	"NM_001317232; NM_001317233; NM_001317231; NM_014342"	CCDS7943
ENSG00000116521	ENST00000302631	SCAMP3	NM_005698	CCDS1105
ENSG00000168924	ENST00000302787	LETM1	NM_012318	CCDS3355
ENSG00000170889	ENST00000302907	RPS9	"NM_001321704; NM_001321705; NM_001321701; NM_001013"	CCDS12884
ENSG00000186184	ENST00000302979	POLR1D	NA	CCDS9325
ENSG00000169223	ENST00000303127	LMAN2	NM_006816	CCDS4417
ENSG00000172336	ENST00000303151	POP7	NM_005837	CCDS5704
ENSG00000170515	ENST00000303305	PA2G4	NM_006191	CCDS8902
ENSG00000168288	ENST00000303319	MMADHC	NM_015702	CCDS2189
ENSG00000169057	ENST00000303391	MECP2	"NM_004992; NM_001316337"	CCDS14741
ENSG00000090316	ENST00000303400	MAEA	"NM_001297430; NM_001017405"	CCDS33936
ENSG00000169925	ENST00000303407	BRD3	NM_007371	CCDS6980
ENSG00000168374	ENST00000303436	ARF4	NM_001660	CCDS2884
ENSG00000121892	ENST00000303538	PDS5A	NM_001100399	CCDS47045
ENSG00000170881	ENST00000303545	RNF139	NM_007218	CCDS6350
ENSG00000170348	ENST00000303575	TMED10	NM_006827	CCDS9840
ENSG00000169564	ENST00000303577	PCBP1	NM_006196	CCDS1898
ENSG00000168286	ENST00000303596	THAP11	NM_020457	CCDS10847
ENSG00000170043	ENST00000303731	TRAPPC1	NM_021210	CCDS11125
ENSG00000269858	ENST00000303961	EGLN2	NM_080732	CCDS12567
ENSG00000169567	ENST00000304043	HINT1	NM_005340	CCDS4147
ENSG00000170852	ENST00000304056	KBTBD2	NM_015483	CCDS34614
ENSG00000169612	ENST00000304191	RAMAC	NM_031452	CCDS10321
ENSG00000168101	ENST00000304301	NUDT16L1	NM_032349	CCDS10519
ENSG00000169020	ENST00000304312	ATP5ME	NM_007100	CCDS3337
ENSG00000113648	ENST00000304332	H2AFY	"NM_004893; NM_001040158"	CCDS4183
ENSG00000170540	ENST00000304414	ARL6IP1	NM_015161	CCDS10572
ENSG00000171861	ENST00000304478	MRM3	"NM_001317947; NM_018146"	CCDS10997
ENSG00000146223	ENST00000304734	RPL7L1	NM_198486	CCDS4873
ENSG00000143742	ENST00000304786	SRP9	NM_003133	CCDS1546
ENSG00000168701	ENST00000304800	TMEM208	NM_014187	CCDS45511
ENSG00000170606	ENST00000304858	HSPA4	NM_002154	CCDS4166
ENSG00000171960	ENST00000304979	PPIH	NM_006347	CCDS469
ENSG00000174231	ENST00000304992	PRPF8	NM_006445	CCDS11010
ENSG00000106400	ENST00000305105	ZNHIT1	NM_006349	CCDS5716
ENSG00000168439	ENST00000305218	STIP1	NM_006819	CCDS8058
ENSG00000247596	ENST00000305533	TWF2	NM_007284	CCDS2849
ENSG00000134597	ENST00000305536	RBMX2	NM_016024	CCDS43993
ENSG00000169217	ENST00000305596	CD2BP2	NM_006110	CCDS10675
ENSG00000172115	ENST00000305786	CYCS	NM_018947	CCDS5393
ENSG00000168159	ENST00000305943	RNF187	NM_001010858	CCDS76271
ENSG00000171222	ENST00000305978	SCAND1	NM_033630	CCDS13269
ENSG00000170860	ENST00000306024	LSM3	NM_014463	CCDS2619
ENSG00000171456	ENST00000306058	ASXL1	NA	
ENSG00000170876	ENST00000306077	TMEM43	NM_024334	CCDS2618
ENSG00000145439	ENST00000306193	CBR4	NM_032783	CCDS3812
ENSG00000168894	ENST00000306368	RNF181	NM_016494	CCDS1981
ENSG00000168899	ENST00000306384	VAMP5	NM_006634	CCDS1980
ENSG00000171161	ENST00000306562	ZNF672	NM_024836	CCDS1638
ENSG00000286140	ENST00000306585	CHTF8	"NM_001366604; NM_001366603; NM_001002847"	
ENSG00000169696	ENST00000306739	ASPSCR1	NM_024083	CCDS11796
ENSG00000138688	ENST00000306802	KIAA1109	NA	
ENSG00000169018	ENST00000306917	FEM1B	NM_015322	CCDS10228
ENSG00000169032	ENST00000307102	MAP2K1	NM_002755	CCDS10216
ENSG00000168434	ENST00000307149	COG7	NM_153603	CCDS10610
ENSG00000170027	ENST00000307630	YWHAG	NM_012479	CCDS5584
ENSG00000171497	ENST00000307720	PPID	NM_005038	CCDS3801
ENSG00000169249	ENST00000307771	ZRSR2	NM_005089	CCDS14172
ENSG00000174748	ENST00000307839	RPL15	"NM_001253379; NM_002948"	CCDS2640
ENSG00000174444	ENST00000307961	RPL4	NM_000968	CCDS10218
ENSG00000174915	ENST00000308020	PTDSS2	"NM_001329548; NM_001329544; NM_001329545; NM_030783"	CCDS7696
ENSG00000174243	ENST00000308025	DDX23	NM_004818	CCDS8770
ENSG00000172732	ENST00000308110	MUS81	"NM_001350283; NM_025128"	CCDS8115
ENSG00000105968	ENST00000308153	H2AFV	NM_012412	CCDS5496
ENSG00000172757	ENST00000308162	CFL1	NM_005507	CCDS8114
ENSG00000090686	ENST00000308271	USP48	"NM_001350164; NM_001350166; NM_001350167; NM_001350168; NM_032236"	CCDS30623
ENSG00000149016	ENST00000308436	TUT1	NM_022830	CCDS8021
ENSG00000158941	ENST00000308511	CCAR2	NA	CCDS34863
ENSG00000173020	ENST00000308595	GRK2	NM_001619	CCDS8156
ENSG00000072062	ENST00000308677	PRKACA	"NM_002730; NM_001304349"	CCDS12304
ENSG00000173545	ENST00000308683	ZNF622	NM_033414	CCDS3886
ENSG00000173692	ENST00000308696	PSMD1	NM_002807	CCDS2482
ENSG00000173113	ENST00000308774	TRMT112	NM_001286082	CCDS66113
ENSG00000173402	ENST00000308775	DAG1	"NM_001177636; NM_001177637; NM_004393; NM_001177639"	CCDS2799
ENSG00000203880	ENST00000308824	PCMTD2	NM_018257	CCDS13559
ENSG00000149930	ENST00000308893	TAOK2	NM_016151	CCDS10663
ENSG00000063244	ENST00000308924	U2AF2	NM_007279	CCDS12933
ENSG00000174886	ENST00000308961	NDUFA11	NM_175614	CCDS12155
ENSG00000177646	ENST00000308982	ACAD9	NM_014049	CCDS3053
ENSG00000002330	ENST00000309032	BAD	NM_032989	CCDS8065
ENSG00000173327	ENST00000309100	MAP3K11	NM_002419	CCDS8107
ENSG00000157538	ENST00000309117	VPS26C	NM_006052	CCDS33553
ENSG00000172775	ENST00000309137	FAM192A	"NM_001354078; NM_001354082; NM_001354083; NM_001354094; NM_001354084; NM_001354081; NM_001354086; NM_001354095; NM_001354088; NM_001354092; NM_001354096; NM_001354090; NM_001354097; NM_001354091; NM_001354085; NM_001354089; NM_024946"	CCDS42168
ENSG00000105379	ENST00000309244	ETFB	NM_001985	CCDS12828
ENSG00000133112	ENST00000309246	TPT1	NA	
ENSG00000156508	ENST00000309268	EEF1A1	NM_001402	CCDS4980
ENSG00000167658	ENST00000309311	EEF2	NM_001961	CCDS12117
ENSG00000173457	ENST00000309318	PPP1R14B	NM_138689	CCDS31596
ENSG00000174917	ENST00000309324	C19orf70	NM_205767	CCDS12143
ENSG00000173465	ENST00000309328	SSSCA1	NM_006396	CCDS8104
ENSG00000204316	ENST00000309352	MRPL38	NM_032478	CCDS11733
ENSG00000173511	ENST00000309422	VEGFB	NM_003377	CCDS8062
ENSG00000141699	ENST00000309428	RETREG3	NM_178126	CCDS11432
ENSG00000163320	ENST00000309534	CGGBP1	NM_003663	CCDS43111
ENSG00000173915	ENST00000309579	ATP5MD	NM_001206426	CCDS7548
ENSG00000173141	ENST00000309594	MRPL57	NM_024026	CCDS9296
ENSG00000103365	ENST00000309859	GGA2	NM_015044	CCDS10611
ENSG00000119392	ENST00000309971	GLE1	NM_001003722	CCDS35154
ENSG00000174579	ENST00000309993	MSL2	NM_018133	CCDS33861
ENSG00000173011	ENST00000310074	TADA2B	NM_152293	CCDS47007
ENSG00000173933	ENST00000310092	RBM4	NM_002896	CCDS41676
ENSG00000239306	ENST00000310137	RBM14	NM_006328	CCDS8147
ENSG00000087191	ENST00000310144	PSMC5	NM_002805	CCDS11645
ENSG00000077454	ENST00000310300	LRCH4	"NM_001289934; NM_002319"	CCDS34706
ENSG00000243056	ENST00000310331	EIF4EBP3	NM_003732	CCDS4226
ENSG00000173273	ENST00000310430	TNKS	NM_003747	CCDS5974
ENSG00000146834	ENST00000310512	MEPCE	NM_019606	CCDS5693
ENSG00000175582	ENST00000310653	RAB6A	NM_002869	CCDS8223
ENSG00000088448	ENST00000310847	ANKRD10	NM_001286721	CCDS66580
ENSG00000173226	ENST00000310864	IQCB1	"NM_001319107; NM_001023570"	CCDS33837
ENSG00000115677	ENST00000310931	HDLBP	"NM_005336; NM_001320966"	CCDS2547
ENSG00000145919	ENST00000311086	BOD1	NM_138369	CCDS4389
ENSG00000172809	ENST00000311111	RPL38	NM_000999	CCDS11696
ENSG00000174839	ENST00000311128	DENND6A	NM_152678	CCDS33773
ENSG00000100711	ENST00000311141	ZFYVE21	NM_024071	CCDS9985
ENSG00000174684	ENST00000311181	B4GAT1	NM_006876	CCDS8136
ENSG00000120963	ENST00000311212	ZNF706	NM_016096	CCDS6291
ENSG00000175324	ENST00000311351	LSM1	NM_014462	CCDS6103
ENSG00000174903	ENST00000311481	RAB1B	NM_030981	CCDS31613
ENSG00000196642	ENST00000311502	RABL6	NM_024718	CCDS48058
ENSG00000122026	ENST00000311549	RPL21	NM_000982	CCDS9320
ENSG00000173660	ENST00000311672	UQCRH	"NM_001297565; NM_001297566; NM_006004"	CCDS30704
ENSG00000117751	ENST00000311772	PPP1R8	NM_014110	CCDS311
ENSG00000172939	ENST00000311806	OXSR1	NM_005109	CCDS2675
ENSG00000136003	ENST00000311893	ISCU	NM_213595	CCDS44966
ENSG00000133703	ENST00000311936	KRAS	NM_004985	CCDS8702
ENSG00000175220	ENST00000311956	ARHGAP1	NM_004308	CCDS7922
ENSG00000127483	ENST00000312239	HP1BP3	NM_016287	CCDS30621
ENSG00000175467	ENST00000312397	SART1	NM_005146	CCDS31611
ENSG00000113648	ENST00000312469	H2AFY	NM_138609	CCDS4184
ENSG00000259494	ENST00000312475	MRPL46	NM_022163	CCDS10341
ENSG00000175550	ENST00000312515	DRAP1	NM_006442	CCDS8123
ENSG00000130724	ENST00000312547	CHMP2A	NM_014453	CCDS12986
ENSG00000175602	ENST00000312579	CCDC85B	NM_006848	CCDS8120
ENSG00000174132	ENST00000312637	FAM174A	NM_198507	CCDS4090
ENSG00000143774	ENST00000312726	GUK1	NM_000858	CCDS1568
ENSG00000104973	ENST00000312865	MED25	NM_030973	CCDS33075
ENSG00000164252	ENST00000312916	AGGF1	NM_018046	CCDS4035
ENSG00000181788	ENST00000312960	SIAH2	NM_005067	CCDS3152
ENSG00000137509	ENST00000313010	PRCP	"NM_005040; NM_001319214"	CCDS8262
ENSG00000177556	ENST00000313115	ATOX1	NM_004045	CCDS47317
ENSG00000161202	ENST00000313143	DVL3	NM_004423	CCDS3253
ENSG00000178719	ENST00000313269	GRINA	NM_000837	CCDS34961
ENSG00000178397	ENST00000313324	FAM220A	NM_001037163	CCDS34599
ENSG00000134717	ENST00000313334	BTF3L4	NM_152265	CCDS30713
ENSG00000178913	ENST00000313368	TAF7	NM_005642	CCDS4259
ENSG00000110717	ENST00000313468	NDUFS8	NM_002496	CCDS8176
ENSG00000114353	ENST00000313601	GNAI2	NM_002070	CCDS2813
ENSG00000153786	ENST00000313732	ZDHHC7	NM_017740	CCDS10950
ENSG00000103496	ENST00000313843	STX4	"NM_001272095; NM_004604"	CCDS10700
ENSG00000138668	ENST00000313899	HNRNPD	NM_031370	CCDS3592
ENSG00000141551	ENST00000314028	CSNK1D	NM_001893	CCDS11805
ENSG00000176340	ENST00000314133	COX8A	NM_004074	CCDS8054
ENSG00000162729	ENST00000314485	IGSF8	NM_052868	CCDS1195
ENSG00000188612	ENST00000314523	SUMO2	NM_001005849	CCDS45773
ENSG00000179115	ENST00000314606	FARSA	NM_004461	CCDS12287
ENSG00000109111	ENST00000314616	SUPT6H	NM_003170	CCDS32596
ENSG00000115368	ENST00000314761	WDR75	"NM_001303096; NM_032168"	CCDS2298
ENSG00000181789	ENST00000314797	COPG1	NM_016128	CCDS33851
ENSG00000177971	ENST00000314852	IMP3	NA	CCDS10282
ENSG00000177733	ENST00000314940	HNRNPA0	NM_006805	CCDS4193
ENSG00000140983	ENST00000315082	RHOT2	"NM_001352275; NM_001352290; NM_001352289; NM_001352294; NM_001352278; NM_001352280; NM_001352292; NM_001352281; NM_001352284; NM_001352285; NM_001352276; NM_001352277; NM_001352279; NM_001352291; NM_001352282; NM_001352293; NM_001352283; NM_001352288; NM_001352286; NM_001352287; NM_138769"	CCDS10417
ENSG00000120948	ENST00000315091	TARDBP	NA	
ENSG00000179151	ENST00000315127	EDC3	"NM_001351379; NM_025083"	CCDS10267
ENSG00000137154	ENST00000315377	RPS6	NA	
ENSG00000176871	ENST00000315436	WSB2	NM_018639	CCDS9186
ENSG00000063322	ENST00000315588	MED29	NA	
ENSG00000163466	ENST00000315717	ARPC2	NM_152862	CCDS2410
ENSG00000148303	ENST00000315731	RPL7A	NA	
ENSG00000181817	ENST00000315732	LSM10	NM_032881	CCDS408
ENSG00000146701	ENST00000315758	MDH2	NM_005918	CCDS5581
ENSG00000068323	ENST00000315869	TFE3	"NM_001282142; NM_006521"	CCDS14315
ENSG00000134318	ENST00000315872	ROCK2	"NM_001321643; NM_004850"	CCDS42654
ENSG00000135506	ENST00000315970	OS9	NM_006812	CCDS31843
ENSG00000178896	ENST00000316052	EXOSC4	NM_019037	CCDS6414
ENSG00000186660	ENST00000316059	ZFP91	"NM_053023; NM_001197051"	CCDS31553
ENSG00000198034	ENST00000316084	RPS4X	NM_001007	CCDS14418
ENSG00000107929	ENST00000316157	LARP4B	NA	CCDS31131
ENSG00000156508	ENST00000316292	EEF1A1	NA	CCDS4980
ENSG00000179218	ENST00000316448	CALR	NM_004343	CCDS12288
ENSG00000220205	ENST00000316509	VAMP2	NM_014232	CCDS32561
ENSG00000126945	ENST00000316594	HNRNPH2	"NM_001032393; NM_019597"	CCDS14485
ENSG00000177885	ENST00000316804	GRB2	NM_002086	CCDS11721
ENSG00000179262	ENST00000316856	RAD23A	NM_001270362	CCDS59358
ENSG00000179271	ENST00000316939	GADD45GIP1	NM_052850	CCDS12290
ENSG00000112305	ENST00000316999	SMAP1	NM_021940	CCDS4973
ENSG00000176476	ENST00000317058	SGF29	NM_138414	CCDS10635
ENSG00000069345	ENST00000317089	DNAJA2	NM_005880	CCDS10726
ENSG00000078902	ENST00000317204	TOLLIP	NM_019009	CCDS7723
ENSG00000141084	ENST00000317506	RANBP10	NM_020850	CCDS32469
ENSG00000062582	ENST00000317534	MRPS24	NM_032014	CCDS5473
ENSG00000005022	ENST00000317881	SLC25A5	NM_001152	CCDS14578
ENSG00000177383	ENST00000317897	MAGEF1	NM_022149	CCDS3269
ENSG00000166887	ENST00000318006	VPS39	NM_015289	CCDS10083
ENSG00000002834	ENST00000318008	LASP1	NM_006148	CCDS11331
ENSG00000163961	ENST00000318037	RNF168	NM_152617	CCDS3317
ENSG00000217930	ENST00000318059	PAM16	NM_016069	CCDS10512
ENSG00000137106	ENST00000318158	GRHPR	NM_012203	CCDS6609
ENSG00000055950	ENST00000318364	MRPL43	NM_032112	CCDS7505
ENSG00000086102	ENST00000318524	NFX1	NM_147134	CCDS6540
ENSG00000070756	ENST00000318607	PABPC1	NM_002568	CCDS6289
ENSG00000179091	ENST00000318911	CYC1	NM_001916	CCDS6415
ENSG00000177156	ENST00000319006	TALDO1	NM_006755	CCDS7712
ENSG00000179933	ENST00000319074	C14orf119	NM_017924	CCDS9588
ENSG00000116212	ENST00000319223	LRRC42	NM_052940	CCDS585
ENSG00000117450	ENST00000319248	PRDX1	NM_181697	CCDS522
ENSG00000179958	ENST00000319285	DCTPP1	NM_024096	CCDS10680
ENSG00000175931	ENST00000319380	UBE2O	NM_022066	CCDS32742
ENSG00000107164	ENST00000319725	FUBP3	NM_003934	CCDS43893
ENSG00000158850	ENST00000319769	B4GALT3	NM_003779	CCDS1222
ENSG00000177225	ENST00000319863	GATD1	"NM_001318818; NM_001318821; NM_182612"	CCDS7713
ENSG00000137955	ENST00000319942	RABGGTB	NM_004582	CCDS669
ENSG00000205937	ENST00000320225	RNPS1	NM_080594	CCDS10465
ENSG00000175115	ENST00000320580	PACS1	NM_018026	CCDS8129
ENSG00000147274	ENST00000320676	RBMX	NM_002139	CCDS14661
ENSG00000186222	ENST00000320776	BLOC1S4	NM_018366	CCDS3393
ENSG00000176953	ENST00000320805	NFATC2IP	NM_032815	CCDS10645
ENSG00000178988	ENST00000320848	MRFAP1L1	NM_203462	CCDS3392
ENSG00000131043	ENST00000320849	AAR2	NM_001271874	CCDS13273
ENSG00000049656	ENST00000320895	CLPTM1L	NM_030782	CCDS3862
ENSG00000099622	ENST00000320936	CIRBP	NM_001280	CCDS12059
ENSG00000170275	ENST00000320954	CRTAP	NM_006371	CCDS2657
ENSG00000177600	ENST00000321153	RPLP2	NM_001004	CCDS7717
ENSG00000114503	ENST00000321256	NCBP2	NM_007362	CCDS3323
ENSG00000090273	ENST00000321265	NUDC	NM_006600	CCDS292
ENSG00000175768	ENST00000321301	TOMM5	NM_001001790	CCDS43803
ENSG00000181061	ENST00000321331	HIGD1A	"NM_014056; NM_001099669"	CCDS43073
ENSG00000065978	ENST00000321358	YBX1	NM_004559	CCDS470
ENSG00000120438	ENST00000321394	TCP1	NM_030752	CCDS5269
ENSG00000110011	ENST00000321460	DNAJC4	"NM_001307980; NM_001307981"	CCDS76424
ENSG00000110011	ENST00000321685	DNAJC4	NM_005528	CCDS41666
ENSG00000177169	ENST00000321867	ULK1	NM_003565	CCDS9274
ENSG00000177700	ENST00000322028	POLR2L	NM_021128	CCDS7720
ENSG00000119335	ENST00000322030	SET	NM_003011	CCDS6907
ENSG00000105568	ENST00000322088	PPP2R1A	NM_014225	CCDS12849
ENSG00000141279	ENST00000322157	NPEPPS	NM_006310	CCDS45721
ENSG00000198755	ENST00000322203	RPL10A	NM_007104	CCDS4806
ENSG00000072501	ENST00000322213	SMC1A	NM_006306	CCDS14352
ENSG00000176101	ENST00000322310	SSNA1	NM_003731	CCDS7034
ENSG00000178741	ENST00000322347	COX5A	NM_004255	CCDS10273
ENSG00000178951	ENST00000322357	ZBTB7A	NM_015898	CCDS12119
ENSG00000179632	ENST00000322428	MAF1	NM_032272	CCDS6416
ENSG00000087365	ENST00000322535	SF3B2	NM_006842	CCDS31612
ENSG00000175792	ENST00000322623	RUVBL1	"NM_001319084; NM_003707"	CCDS3047
ENSG00000178567	ENST00000322716	EPM2AIP1	NM_014805	CCDS46790
ENSG00000115053	ENST00000322723	NCL	NM_005381	CCDS33397
ENSG00000159840	ENST00000322764	ZYX	"NM_001010972; NM_003461"	CCDS5883
ENSG00000134265	ENST00000322897	NAPG	NM_003826	CCDS45827
ENSG00000119328	ENST00000322940	FAM206A	NM_017832	CCDS6774
ENSG00000134419	ENST00000322989	RPS15A	NM_001019	CCDS10571
ENSG00000189306	ENST00000323013	RRP7A	NM_015703	CCDS14036
ENSG00000176087	ENST00000323146	SLC35A4	NM_080670	CCDS4231
ENSG00000149100	ENST00000323213	EIF3M	NA	
ENSG00000148303	ENST00000323345	RPL7A	NM_000972	CCDS6965
ENSG00000119231	ENST00000323460	SENP5	NM_152699	CCDS3322
ENSG00000143753	ENST00000323699	DEGS1	"NM_001321541; NM_003676; NM_001321542"	CCDS1540
ENSG00000168883	ENST00000323701	USP39	NM_006590	CCDS33234
ENSG00000133226	ENST00000323848	SRRM1	"NM_001366589; NM_001366588; NM_001366582; NM_001366566; NM_001366599; NM_005839"	CCDS255
ENSG00000176248	ENST00000323927	ANAPC2	NM_013366	CCDS7033
ENSG00000106261	ENST00000324306	ZKSCAN1	"NM_001346579; NM_001346581; NM_003439"	CCDS34698
ENSG00000124486	ENST00000324545	USP9X	NM_001039590	CCDS43930
ENSG00000151748	ENST00000324679	SAV1	NM_021818	CCDS9701
ENSG00000161542	ENST00000324684	PRPSAP1	NM_001330503	CCDS82209
ENSG00000117713	ENST00000324856	ARID1A	NM_006015	CCDS285
ENSG00000117360	ENST00000324862	PRPF3	"NM_001350529; NM_004698"	CCDS951
ENSG00000176108	ENST00000325167	CHMP6	NM_024591	CCDS11774
ENSG00000055130	ENST00000325222	CUL1	NM_003592	CCDS34772
ENSG00000159069	ENST00000325285	FBXW5	NM_018998	CCDS7014
ENSG00000100335	ENST00000325301	MIEF1	NM_019008	CCDS13995
ENSG00000099783	ENST00000325495	HNRNPM	NM_005968	CCDS12203
ENSG00000142687	ENST00000325722	KIAA0319L	NM_024874	CCDS390
ENSG00000180228	ENST00000325748	PRKRA	NM_003690	CCDS2279
ENSG00000022840	ENST00000325954	RNF10	NM_014868	CCDS9201
ENSG00000122674	ENST00000325974	CCZ1	NM_015622	CCDS34597
ENSG00000189403	ENST00000326004	HMGB1	NA	CCDS86347
ENSG00000180304	ENST00000326005	OAZ2	"NM_001301302; NM_002537"	CCDS58372
ENSG00000163798	ENST00000326019	SLC4A1AP	NA	CCDS33166
ENSG00000131653	ENST00000326181	TRAF7	NM_032271	CCDS10461
ENSG00000167615	ENST00000326764	LENG8	NM_052925	CCDS12894
ENSG00000118046	ENST00000326873	STK11	NM_000455	CCDS45896
ENSG00000178057	ENST00000326912	NDUFAF3	NM_199074	CCDS2785
ENSG00000178057	ENST00000326925	NDUFAF3	NM_199069	CCDS2784
ENSG00000188976	ENST00000327044	NOC2L	NM_015658	CCDS3
